step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
72,1.2091217836e+00,1.4109830615e-03,8.2469749682e-02,5.0694780765e-04,1.5650062760e-01,4.3797980597e-04,1.2105320692e+00,1.2096391916e+00,1.2071940899e+00,1.5662793815e-01,1.5591201186e-01,1.5696193278e-01
73,1.2011697292e+00,1.4012212933e-03,7.9604083364e-02,5.0676899420e-04,1.5785935024e-01,4.3489525688e-04,1.2025839090e+00,1.2016648054e+00,1.1992604733e+00,1.5798677504e-01,1.5727455914e-01,1.5831671655e-01
74,1.1932810545e+00,1.3910826706e-03,7.6742450253e-02,5.0642358124e-04,1.5921292702e-01,4.3255877145e-04,1.1946984529e+00,1.1937538385e+00,1.1913908720e+00,1.5934117138e-01,1.5863080323e-01,1.5966680646e-01
75,1.1854548057e+00,1.3817851557e-03,7.3884706442e-02,5.0635547639e-04,1.6056187948e-01,4.3106629398e-04,1.1868751049e+00,1.1859070063e+00,1.1835823059e+00,1.6069084406e-01,1.5998139977e-01,1.6101339459e-01
76,1.1776912212e+00,1.3719357106e-03,7.1031142955e-02,5.0605621267e-04,1.6190640132e-01,4.2864675237e-04,1.1791125536e+00,1.1781243086e+00,1.1758368015e+00,1.6203540564e-01,1.6132894158e-01,1.6235485673e-01
77,1.1699902217e+00,1.3627188612e-03,6.8181937413e-02,5.0596066526e-04,1.6324700415e-01,4.2616604137e-04,1.1714134216e+00,1.1704039574e+00,1.1681532860e+00,1.6337591410e-01,1.6267268360e-01,1.6369241476e-01
78,1.1623536348e+00,1.3554423650e-03,6.5337982668e-02,5.0656122442e-04,1.6458187501e-01,4.2342280217e-04,1.1637802124e+00,1.1627491713e+00,1.1605315208e+00,1.6471114755e-01,1.6401088238e-01,1.6502359509e-01
79,1.1547798316e+00,1.3484119800e-03,6.2498894079e-02,5.0723455747e-04,1.6591128210e-01,4.2080701571e-04,1.1562101841e+00,1.1551568508e+00,1.1529724598e+00,1.6604080796e-01,1.6534349322e-01,1.6634954512e-01
80,1.1472675403e+00,1.3408838562e-03,5.9664409528e-02,5.0770010854e-04,1.6723609467e-01,4.1870128629e-04,1.1487029791e+00,1.1476229429e+00,1.1454766989e+00,1.6736620665e-01,1.6667076945e-01,1.6767130792e-01
81,1.1398183107e+00,1.3337755143e-03,5.6835332046e-02,5.0830305772e-04,1.6855499645e-01,4.1700390891e-04,1.1412602663e+00,1.1401504278e+00,1.1380442381e+00,1.6868609190e-01,1.6799150407e-01,1.6898739338e-01
82,1.1324308713e+00,1.3272924196e-03,5.4011401819e-02,5.0912664764e-04,1.6986899078e-01,4.1573700134e-04,1.1338782310e+00,1.1327422857e+00,1.1306720972e+00,1.7000114918e-01,1.6930676997e-01,1.7029905319e-01
83,1.1251066128e+00,1.3208651272e-03,5.1193377910e-02,5.0995333601e-04,1.7117847999e-01,4.1368066068e-04,1.1265603304e+00,1.1253956556e+00,1.1233638525e+00,1.7131152749e-01,1.7061857879e-01,1.7160533369e-01
84,1.1178435485e+00,1.3142555182e-03,4.8380724434e-02,5.1069112528e-04,1.7248243093e-01,4.1116343772e-04,1.1193047762e+00,1.1181076765e+00,1.1161181927e+00,1.7261463404e-01,1.7192594707e-01,1.7290671170e-01
85,1.1106417974e+00,1.3048161915e-03,4.5573713707e-02,5.1030398173e-04,1.7378106217e-01,4.0931675624e-04,1.1121058464e+00,1.1108825207e+00,1.1089370251e+00,1.7391349375e-01,1.7322683334e-01,1.7420285940e-01
86,1.1035041412e+00,1.2941701037e-03,4.2773668571e-02,5.0940786796e-04,1.7507541676e-01,4.0781068986e-04,1.1049678326e+00,1.1037238836e+00,1.1018207073e+00,1.7520935833e-01,1.7452263832e-01,1.7549425364e-01
