alpha,replica,seed,runtime_sec,final_loss,steps_taken,cosine_similarity
4.500000000000001,2,101,30.9683,1.3205842972e+01,6000,9.4505131245e-01
4.500000000000001,3,102,31.0576,1.2528997421e+01,6000,9.4765734673e-01
4.500000000000001,4,103,30.8049,1.2637516022e+01,6000,9.4734889269e-01
4.500000000000001,5,104,31.1046,1.2597198486e+01,6000,9.4739311934e-01
4.500000000000001,6,105,30.9001,1.2901546478e+01,6000,9.4635409117e-01
4.500000000000001,7,106,31.0429,1.3181279182e+01,6000,9.4523066282e-01
4.500000000000001,8,107,31.0552,1.2885425568e+01,6000,9.4629120827e-01
4.500000000000001,9,108,31.1336,1.2842424393e+01,6000,9.4656574726e-01
4.500000000000001,10,109,30.9663,1.2727371216e+01,6000,9.4700491428e-01
4.700000000000001,1,100,31.3668,1.1800822258e+01,6000,9.5310866833e-01
4.700000000000001,2,101,30.8205,1.2326799393e+01,6000,9.5116734505e-01
4.700000000000001,3,102,30.8927,1.2148389816e+01,6000,9.5180499554e-01
4.700000000000001,4,103,30.8873,1.1829195976e+01,6000,9.5303022861e-01
4.700000000000001,5,104,30.8522,1.2317153931e+01,6000,9.5122385025e-01
4.700000000000001,6,105,30.8250,1.1987459183e+01,6000,9.5238751173e-01
4.700000000000001,7,106,30.6648,1.1770113945e+01,6000,9.5318490267e-01
4.700000000000001,8,107,30.8286,1.2231090546e+01,6000,9.5158475637e-01
4.700000000000001,9,108,30.7935,1.2089827538e+01,6000,9.5208996534e-01
4.700000000000001,10,109,30.8246,1.1816743851e+01,6000,9.5307028294e-01
4.900000000000001,1,100,31.2660,1.1739520073e+01,6000,9.5540589094e-01
4.900000000000001,2,101,30.9741,1.1469550133e+01,6000,9.5646834373e-01
4.900000000000001,3,102,31.2187,1.2087890625e+01,6000,9.5423346758e-01
4.900000000000001,4,103,31.1003,1.1336746216e+01,6000,9.5694214106e-01
4.900000000000001,5,104,31.3596,1.1533722878e+01,6000,9.5608299971e-01
4.900000000000001,6,105,31.1771,1.1308346748e+01,6000,9.5693820715e-01
4.900000000000001,7,106,31.1174,1.1722045898e+01,6000,9.5547461510e-01
4.900000000000001,8,107,31.2367,1.1542162895e+01,6000,9.5630317926e-01
4.900000000000001,9,108,31.5310,1.1997744560e+01,6000,9.5452231169e-01
4.900000000000001,10,109,31.3720,1.1456204414e+01,6000,9.5644587278e-01
