step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
84,7.4787988265e-01,8.3975695835e-02,-1.2903696803e-01,5.0490301615e-02,3.9007898172e-01,2.3483040981e-02,7.7874207497e-01,6.3313353062e-01,8.3176404238e-01,3.7422817945e-01,4.2327776551e-01,3.7273100019e-01
85,7.3667174578e-01,8.3000926515e-02,-1.3561437567e-01,5.0661653473e-02,3.9191049337e-01,2.2966690367e-02,7.6692324877e-01,6.2332499027e-01,8.1976699829e-01,3.7618362904e-01,4.2438495159e-01,3.7516289949e-01
86,7.2765648365e-01,8.2055958412e-02,-1.4096656071e-01,5.0700058159e-02,3.9304971695e-01,2.3108426301e-02,7.5736856461e-01,6.1565279961e-01,8.0994808674e-01,3.7690192461e-01,4.2572921515e-01,3.7651801109e-01
87,7.1668308973e-01,8.1056602013e-02,-1.4758126483e-01,5.0828719784e-02,3.9495868484e-01,2.2583329953e-02,7.4532103539e-01,6.0623836517e-01,7.9848986864e-01,3.7919053435e-01,4.2689549923e-01,3.7879002094e-01
88,7.0873520772e-01,8.0659837216e-02,-1.5246015145e-01,5.1136762078e-02,3.9581437906e-01,2.2744399790e-02,7.3662871122e-01,5.9899973869e-01,7.9057717323e-01,3.7954744697e-01,4.2797911167e-01,3.7991657853e-01
89,6.9898710648e-01,7.9592070581e-02,-1.5847676448e-01,5.1146755567e-02,3.9758345485e-01,2.2373473222e-02,7.2606617212e-01,5.9083050489e-01,7.8006464243e-01,3.8182127476e-01,4.2922425270e-01,3.8170483708e-01
90,6.9086074829e-01,7.8961545930e-02,-1.6357812139e-01,5.1345973348e-02,3.9859459798e-01,2.2245265081e-02,7.1771699190e-01,5.8356332779e-01,7.7130192518e-01,3.8242816925e-01,4.3005007505e-01,3.8330554962e-01
91,6.8180272977e-01,7.7697762908e-02,-1.6929442520e-01,5.1219703753e-02,4.0011483431e-01,2.1967501650e-02,7.0897090435e-01,5.7601326704e-01,7.6042401791e-01,3.8413986564e-01,4.3117734790e-01,3.8502728939e-01
92,6.7473661900e-01,7.7312820244e-02,-1.7384781359e-01,5.1456050995e-02,4.0102276206e-01,2.1800791011e-02,7.0045316219e-01,5.6984627247e-01,7.5391042233e-01,3.8487830758e-01,4.3184205890e-01,3.8634791970e-01
93,6.6583420833e-01,7.6639987680e-02,-1.7964320150e-01,5.1690350513e-02,4.0233906110e-01,2.1637476252e-02,6.9110870361e-01,5.6192028522e-01,7.4447363615e-01,3.8647240400e-01,4.3293198943e-01,3.8761278987e-01
