step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,replica_1,replica_2,replica_3,replica_4,replica_5
299,3.3125217602e+02,3.4263903929e+02,1.3650287053e+00,1.6316038196e+00,4.3861001587e+02,2.3580421507e-01,9.2679443359e+02,2.4019427598e-01,2.9038043213e+02
300,3.3125213986e+02,3.4263910557e+02,1.3649287441e+00,1.6317258108e+00,4.3861019897e+02,2.3558957875e-01,9.2679443359e+02,2.4013656378e-01,2.9038034058e+02
301,3.3125221194e+02,3.4263926251e+02,1.3647482715e+00,1.6319461105e+00,4.3861114502e+02,2.3532861471e-01,9.2679443359e+02,2.3990343511e-01,2.9038024902e+02
302,3.3125234141e+02,3.4263934057e+02,1.3647065230e+00,1.6319971826e+00,4.3861199951e+02,2.3532257974e-01,9.2679443359e+02,2.3979391158e-01,2.9038015747e+02
303,3.3125239461e+02,3.4263920075e+02,1.3649381444e+00,1.6317145589e+00,4.3861169434e+02,2.3573952913e-01,9.2679443359e+02,2.4000917375e-01,2.9038009644e+02
304,3.3125228047e+02,3.4263914703e+02,1.3649628402e+00,1.6316844185e+00,4.3861105347e+02,2.3565666378e-01,9.2679443359e+02,2.4016219378e-01,2.9038009644e+02
305,3.3125224557e+02,3.4263924322e+02,1.3648097345e+00,1.6318711730e+00,4.3861129761e+02,2.3541468382e-01,9.2679443359e+02,2.3998552561e-01,2.9038009644e+02
306,3.3125247220e+02,3.4263943299e+02,1.3646441891e+00,1.6320735400e+00,4.3861291504e+02,2.3519593477e-01,9.2679443359e+02,2.3975048959e-01,2.9038006592e+02
307,3.3125334597e+02,3.4263960402e+02,1.3647926969e+00,1.6318938815e+00,4.3861688232e+02,2.3552767932e-01,9.2679443359e+02,2.3982031643e-01,2.9038006592e+02
308,3.3125561393e+02,3.4264019818e+02,1.3649572759e+00,1.6316976658e+00,4.3862774658e+02,2.3572692275e-01,9.2679443359e+02,2.4006609619e-01,2.9038009644e+02
309,3.3126552926e+02,3.4264336423e+02,1.3648831101e+00,1.6318079929e+00,4.3867755127e+02,2.3550333083e-01,9.2679443359e+02,2.4006167054e-01,2.9038009644e+02
310,3.3130978565e+02,3.4265737669e+02,1.3647370101e+00,1.6320739456e+00,4.3889929199e+02,2.3524121940e-01,9.2679443359e+02,2.3980398476e-01,2.9038015747e+02
311,3.3130971217e+02,3.4265737988e+02,1.3646923462e+00,1.6321281717e+00,4.3889898682e+02,2.3524573445e-01,9.2679443359e+02,2.3967622221e-01,2.9038021851e+02
312,3.3130985019e+02,3.4265724906e+02,1.3649341707e+00,1.6318332815e+00,4.3889895630e+02,2.3568253219e-01,9.2679443359e+02,2.3989896476e-01,2.9038027954e+02
313,3.3130990257e+02,3.4265722783e+02,1.3649510001e+00,1.6318131139e+00,4.3889913940e+02,2.3557640612e-01,9.2679437256e+02,2.4005338550e-01,2.9038037109e+02
314,3.3130985242e+02,3.4265730225e+02,1.3648144113e+00,1.6319797406e+00,4.3889920044e+02,2.3533578217e-01,9.2679437256e+02,2.3992116749e-01,2.9038043213e+02
315,3.3130971287e+02,3.4265738755e+02,1.3646263957e+00,1.6322087539e+00,4.3889898682e+02,2.3511265218e-01,9.2679437256e+02,2.3962968588e-01,2.9038046265e+02
316,3.3130974710e+02,3.4265728415e+02,1.3647903080e+00,1.6320086381e+00,4.3889871216e+02,2.3546846211e-01,9.2679437256e+02,2.3971968889e-01,2.9038046265e+02
317,3.3130981703e+02,3.4265719832e+02,1.3649402735e+00,1.6318258760e+00,4.3889862061e+02,2.3565839231e-01,9.2679437256e+02,2.3994041979e-01,2.9038049316e+02
318,3.3130980514e+02,3.4265725844e+02,1.3648730213e+00,1.6319081283e+00,4.3889868164e+02,2.3542822897e-01,9.2679443359e+02,2.3998905718e-01,2.9038049316e+02
319,3.3130968646e+02,3.4265736542e+02,1.3646783666e+00,1.6321453180e+00,4.3889871216e+02,2.3516535759e-01,9.2679443359e+02,2.3971955478e-01,2.9038040161e+02
320,3.3130965770e+02,3.4265743591e+02,1.3646263270e+00,1.6322085437e+00,4.3889868164e+02,2.3518018425e-01,9.2679455566e+02,2.3956093192e-01,2.9038031006e+02
321,3.3130975226e+02,3.4265729778e+02,1.3648779899e+00,1.6319015467e+00,4.3889855957e+02,2.3562796414e-01,9.2679455566e+02,2.3979960382e-01,2.9038021851e+02
322,3.3130970131e+02,3.4265724722e+02,1.3648843556e+00,1.6318939189e+00,4.3889846802e+02,2.3550927639e-01,9.2679443359e+02,2.3993816972e-01,2.9038015747e+02
323,3.3130963242e+02,3.4265731125e+02,1.3647690036e+00,1.6320346404e+00,4.3889849854e+02,2.3526640236e-01,9.2679443359e+02,2.3986713588e-01,2.9038009644e+02
324,3.3130951202e+02,3.4265740504e+02,1.3645603470e+00,1.6322888172e+00,4.3889855957e+02,2.3504412174e-01,9.2679437256e+02,2.3951791227e-01,2.9038006592e+02
325,3.3130960705e+02,3.4265731322e+02,1.3647350850e+00,1.6320756222e+00,4.3889855957e+02,2.3541259766e-01,9.2679437256e+02,2.3962458968e-01,2.9038006592e+02
326,3.3130966584e+02,3.4265723297e+02,1.3648759540e+00,1.6319039154e+00,4.3889846802e+02,2.3559768498e-01,9.2679437256e+02,2.3982502520e-01,2.9038006592e+02
327,3.3130962442e+02,3.4265725736e+02,1.3648214793e+00,1.6319705710e+00,4.3889840698e+02,2.3536385596e-01,9.2679437256e+02,2.3991280794e-01,2.9038006592e+02
328,3.3130952595e+02,3.4265735768e+02,1.3646302272e+00,1.6322036809e+00,4.3889840698e+02,2.3510025442e-01,9.2679437256e+02,2.3965351284e-01,2.9038009644e+02
329,3.3130951408e+02,3.4265741778e+02,1.3645646367e+00,1.6322834449e+00,4.3889846802e+02,2.3512563109e-01,9.2679443359e+02,2.3944671452e-01,2.9038009644e+02
330,3.3130967538e+02,3.4265728008e+02,1.3648267894e+00,1.6319638369e+00,4.3889849854e+02,2.3557333648e-01,9.2679443359e+02,2.3971398175e-01,2.9038015747e+02
331,3.3130967917e+02,3.4265727895e+02,1.3648218188e+00,1.6319701140e+00,4.3889846802e+02,2.3545448482e-01,9.2679443359e+02,2.3982122540e-01,2.9038021851e+02
332,3.3130964787e+02,3.4265732469e+02,1.3647302899e+00,1.6320819460e+00,4.3889846802e+02,2.3520578444e-01,9.2679443359e+02,2.3982188106e-01,2.9038031006e+02
333,3.3130954949e+02,3.4265744041e+02,1.3645062798e+00,1.6323548581e+00,4.3889846802e+02,2.3499028385e-01,9.2679443359e+02,2.3942343891e-01,2.9038043213e+02
334,3.3130963898e+02,3.4265732611e+02,1.3646820935e+00,1.6321403599e+00,4.3889846802e+02,2.3535947502e-01,9.2679437256e+02,2.3953221738e-01,2.9038046265e+02
335,3.3130972099e+02,3.4265725204e+02,1.3648208515e+00,1.6319712772e+00,4.3889846802e+02,2.3554281890e-01,9.2679437256e+02,2.3972840607e-01,2.9038049316e+02
336,3.3130968232e+02,3.4265727907e+02,1.3647713412e+00,1.6320318802e+00,4.3889846802e+02,2.3531004786e-01,9.2679437256e+02,2.3982885480e-01,2.9038043213e+02
337,3.3130957927e+02,3.4265737347e+02,1.3645938368e+00,1.6322482384e+00,4.3889846802e+02,2.3504523933e-01,9.2679437256e+02,2.3960891366e-01,2.9038040161e+02
338,3.3130952637e+02,3.4265741941e+02,1.3645092094e+00,1.6323510819e+00,4.3889846802e+02,2.3508240283e-01,9.2679437256e+02,2.3933775723e-01,2.9038037109e+02
339,3.3130966161e+02,3.4265727841e+02,1.3647793767e+00,1.6320216691e+00,4.3889846802e+02,2.3551632464e-01,9.2679437256e+02,2.3964107037e-01,2.9038031006e+02
340,3.3130965496e+02,3.4265730750e+02,1.3647666373e+00,1.6320373267e+00,4.3889846802e+02,2.3541077971e-01,9.2679443359e+02,2.3971338570e-01,2.9038024902e+02
341,3.3130957410e+02,3.4265732149e+02,1.3646957417e+00,1.6321239389e+00,4.3889840698e+02,2.3515333235e-01,9.2679437256e+02,2.3978015780e-01,2.9038015747e+02
342,3.3130941191e+02,3.4265740185e+02,1.3644666610e+00,1.6324028651e+00,4.3889840698e+02,2.3495084047e-01,9.2679425049e+02,2.3935478926e-01,2.9038009644e+02
343,3.3130949414e+02,3.4265731722e+02,1.3646292666e+00,1.6322044312e+00,4.3889840698e+02,2.3530937731e-01,9.2679425049e+02,2.3943793774e-01,2.9038006592e+02
344,3.3130957369e+02,3.4265724037e+02,1.3647746430e+00,1.6320272830e+00,4.3889840698e+02,2.3549124599e-01,9.2679425049e+02,2.3965379596e-01,2.9038006592e+02
345,3.3130954564e+02,3.4265726747e+02,1.3647223283e+00,1.6320913145e+00,4.3889840698e+02,2.3526671529e-01,9.2679425049e+02,2.3973807693e-01,2.9038006592e+02
346,3.3130946140e+02,3.4265734886e+02,1.3645678182e+00,1.6322797287e+00,4.3889840698e+02,2.3499965668e-01,9.2679425049e+02,2.3958395422e-01,2.9038006592e+02
347,3.3130940959e+02,3.4265740409e+02,1.3644631161e+00,1.6324069975e+00,4.3889840698e+02,2.3505154252e-01,9.2679425049e+02,2.3924247921e-01,2.9038009644e+02
348,3.3130958093e+02,3.4265730455e+02,1.3647322559e+00,1.6320789462e+00,4.3889840698e+02,2.3545570672e-01,9.2679437256e+02,2.3957297206e-01,2.9038009644e+02
349,3.3130959956e+02,3.4265732990e+02,1.3647212775e+00,1.6320924844e+00,4.3889840698e+02,2.3537625372e-01,9.2679443359e+02,2.3962348700e-01,2.9038015747e+02
350,3.3130957408e+02,3.4265735704e+02,1.3646622295e+00,1.6321648149e+00,4.3889837646e+02,2.3510853946e-01,9.2679443359e+02,2.3973327875e-01,2.9038021851e+02
351,3.3130946606e+02,3.4265747174e+02,1.3644429895e+00,1.6324318322e+00,4.3889837646e+02,2.3492503166e-01,9.2679443359e+02,2.3931567371e-01,2.9038027954e+02
352,3.3130952034e+02,3.4265733578e+02,1.3645769356e+00,1.6322683264e+00,4.3889837646e+02,2.3526346684e-01,9.2679425049e+02,2.3934018612e-01,2.9038037109e+02
353,3.3130961921e+02,3.4265725058e+02,1.3647352491e+00,1.6320754841e+00,4.3889837646e+02,2.3544020951e-01,9.2679425049e+02,2.3959676921e-01,2.9038043213e+02
354,3.3130959404e+02,3.4265728007e+02,1.3646772110e+00,1.6321464610e+00,4.3889837646e+02,2.3523344100e-01,9.2679425049e+02,2.3964716494e-01,2.9038046265e+02
355,3.3130951841e+02,3.4265734798e+02,1.3645492909e+00,1.6323025262e+00,4.3889837646e+02,2.3496262729e-01,9.2679425049e+02,2.3957031965e-01,2.9038043213e+02
356,3.3130944631e+02,3.4265741248e+02,1.3644300190e+00,1.6324474483e+00,4.3889837646e+02,2.3503337801e-01,9.2679425049e+02,2.3916958272e-01,2.9038040161e+02
357,3.3130957748e+02,3.4265728057e+02,1.3646813873e+00,1.6321410509e+00,4.3889837646e+02,2.3539155722e-01,9.2679425049e+02,2.3949778080e-01,2.9038037109e+02
358,3.3130957394e+02,3.4265727882e+02,1.3646857559e+00,1.6321357949e+00,4.3889837646e+02,2.3534780741e-01,9.2679425049e+02,2.3955437541e-01,2.9038034058e+02
359,3.3130956703e+02,3.4265737418e+02,1.3646271016e+00,1.6322076426e+00,4.3889837646e+02,2.3507052660e-01,9.2679443359e+02,2.3967504501e-01,2.9038027954e+02
360,3.3130944838e+02,3.4265747849e+02,1.3644329434e+00,1.6324440412e+00,4.3889837646e+02,2.3491141200e-01,9.2679443359e+02,2.3930191994e-01,2.9038021851e+02
361,3.3130947475e+02,3.4265740966e+02,1.3645271325e+00,1.6323288810e+00,4.3889837646e+02,2.3522365093e-01,9.2679437256e+02,2.3924362659e-01,2.9038015747e+02
362,3.3130953097e+02,3.4265727899e+02,1.3646965581e+00,1.6321224480e+00,4.3889837646e+02,2.3538789153e-01,9.2679425049e+02,2.3954357207e-01,2.9038009644e+02
363,3.3130949912e+02,3.4265730977e+02,1.3646376399e+00,1.6321944287e+00,4.3889837646e+02,2.3520843685e-01,9.2679425049e+02,2.3956377804e-01,2.9038009644e+02
364,3.3130943611e+02,3.4265736548e+02,1.3645325598e+00,1.6323227240e+00,4.3889837646e+02,2.3493266106e-01,9.2679425049e+02,2.3955503106e-01,2.9038006592e+02
365,3.3130936872e+02,3.4265743059e+02,1.3644109110e+00,1.6324705122e+00,4.3889837646e+02,2.3502740264e-01,9.2679425049e+02,2.3912332952e-01,2.9038006592e+02
366,3.3130949160e+02,3.4265731703e+02,1.3646247751e+00,1.6322098716e+00,4.3889837646e+02,2.3532609642e-01,9.2679425049e+02,2.3940853775e-01,2.9038009644e+02
367,3.3130950889e+02,3.4265730033e+02,1.3646560957e+00,1.6321717792e+00,4.3889837646e+02,2.3532229662e-01,9.2679425049e+02,2.3949874938e-01,2.9038009644e+02
368,3.3130947958e+02,3.4265733382e+02,1.3645899921e+00,1.6322527109e+00,4.3889837646e+02,2.3503828049e-01,9.2679425049e+02,2.3960570991e-01,2.9038012695e+02
369,3.3130939872e+02,3.4265741711e+02,1.3644313806e+00,1.6324458761e+00,4.3889837646e+02,2.3490791023e-01,9.2679425049e+02,2.3930127919e-01,2.9038015747e+02
370,3.3130943877e+02,3.4265738875e+02,1.3644837730e+00,1.6323816898e+00,4.3889837646e+02,2.3519156873e-01,9.2679425049e+02,2.3915682733e-01,2.9038021851e+02
371,3.3130954397e+02,3.4265729744e+02,1.3646534344e+00,1.6321750990e+00,4.3889837646e+02,2.3533445597e-01,9.2679425049e+02,2.3947888613e-01,2.9038027954e+02
372,3.3130953553e+02,3.4265732110e+02,1.3646040158e+00,1.6322355155e+00,4.3889837646e+02,2.3518916965e-01,9.2679425049e+02,2.3949044943e-01,2.9038037109e+02
373,3.3130949913e+02,3.4265736661e+02,1.3645139592e+00,1.6323455979e+00,4.3889837646e+02,2.3490859568e-01,9.2679425049e+02,2.3952797055e-01,2.9038043213e+02
374,3.3130944405e+02,3.4265742499e+02,1.3644037676e+00,1.6324794180e+00,4.3889837646e+02,2.3503203690e-01,9.2679425049e+02,2.3909862339e-01,2.9038046265e+02
375,3.3130952598e+02,3.4265733802e+02,1.3645650407e+00,1.6322828363e+00,4.3889834595e+02,2.3526312411e-01,9.2679425049e+02,2.3930770159e-01,2.9038046265e+02
376,3.3130956002e+02,3.4265730778e+02,1.3646270116e+00,1.6322073884e+00,4.3889837646e+02,2.3529809713e-01,9.2679425049e+02,2.3944291472e-01,2.9038043213e+02
377,3.3130950194e+02,3.4265734575e+02,1.3645529466e+00,1.6322979420e+00,4.3889834595e+02,2.3501104116e-01,9.2679425049e+02,2.3953111470e-01,2.9038037109e+02
378,3.3130942406e+02,3.4265741066e+02,1.3644331217e+00,1.6324438245e+00,4.3889834595e+02,2.3491236567e-01,9.2679425049e+02,2.3930142820e-01,2.9038031006e+02
379,3.3130941982e+02,3.4265740441e+02,1.3644492093e+00,1.6324237819e+00,4.3889834595e+02,2.3516736925e-01,9.2679425049e+02,2.3908627033e-01,2.9038024902e+02
380,3.3130948643e+02,3.4265732455e+02,1.3646040527e+00,1.6322351756e+00,4.3889834595e+02,2.3528228700e-01,9.2679425049e+02,2.3939596117e-01,2.9038015747e+02
381,3.3130945805e+02,3.4265734163e+02,1.3645740021e+00,1.6322718816e+00,4.3889834595e+02,2.3517401516e-01,9.2679425049e+02,2.3942337930e-01,2.9038009644e+02
382,3.3130940802e+02,3.4265738481e+02,1.3644923800e+00,1.6323716568e+00,4.3889834595e+02,2.3489052057e-01,9.2679425049e+02,2.3948721588e-01,2.9038006592e+02
383,3.3130935881e+02,3.4265743235e+02,1.3644041092e+00,1.6324787443e+00,4.3889834595e+02,2.3504510522e-01,9.2679425049e+02,2.3908661306e-01,2.9038006592e+02
384,3.3130939029e+02,3.4265733592e+02,1.3645065976e+00,1.6323537763e+00,4.3889834595e+02,2.3520612717e-01,9.2679412842e+02,2.3920504749e-01,2.9038006592e+02
385,3.3130943848e+02,3.4265728936e+02,1.3645944894e+00,1.6322467443e+00,4.3889834595e+02,2.3527494073e-01,9.2679412842e+02,2.3937718570e-01,2.9038006592e+02
386,3.3130939740e+02,3.4265732905e+02,1.3645180748e+00,1.6323401974e+00,4.3889834595e+02,2.3498874903e-01,9.2679412842e+02,2.3945796490e-01,2.9038006592e+02
387,3.3130938250e+02,3.4265741463e+02,1.3644352495e+00,1.6324410967e+00,4.3889834595e+02,2.3492291570e-01,9.2679425049e+02,2.3929671943e-01,2.9038009644e+02
388,3.3130937513e+02,3.4265742175e+02,1.3644233196e+00,1.6324552198e+00,4.3889834595e+02,2.3514989018e-01,9.2679425049e+02,2.3903290927e-01,2.9038009644e+02
389,3.3130945705e+02,3.4265735293e+02,1.3645504457e+00,1.6323004667e+00,4.3889834595e+02,2.3523408175e-01,9.2679425049e+02,2.3929728568e-01,2.9038015747e+02
390,3.3130947885e+02,3.4265735255e+02,1.3645452745e+00,1.6323069493e+00,4.3889834595e+02,2.3516197503e-01,9.2679425049e+02,2.3935630918e-01,2.9038027954e+02
391,3.3130942034e+02,3.4265734823e+02,1.3644704390e+00,1.6323984748e+00,4.3889834595e+02,2.3487922549e-01,9.2679412842e+02,2.3943807185e-01,2.9038031006e+02
392,3.3130941050e+02,3.4265737841e+02,1.3644095139e+00,1.6324723206e+00,4.3889834595e+02,2.3506356776e-01,9.2679412842e+02,2.3908244073e-01,2.9038043213e+02
393,3.3130942869e+02,3.4265735567e+02,1.3644541972e+00,1.6324177924e+00,4.3889834595e+02,2.3515677452e-01,9.2679412842e+02,2.3911067843e-01,2.9038040161e+02
394,3.3130949150e+02,3.4265730015e+02,1.3645577683e+00,1.6322916575e+00,4.3889834595e+02,2.3525291681e-01,9.2679412842e+02,2.3929810524e-01,2.9038043213e+02
395,3.3130945324e+02,3.4265733711e+02,1.3644865061e+00,1.6323788312e+00,4.3889834595e+02,2.3497146368e-01,9.2679412842e+02,2.3938825727e-01,2.9038043213e+02
396,3.3130942631e+02,3.4265736313e+02,1.3644374105e+00,1.6324386051e+00,4.3889834595e+02,2.3493823409e-01,9.2679412842e+02,2.3928682506e-01,2.9038043213e+02
397,3.3130939557e+02,3.4265738250e+02,1.3644049933e+00,1.6324776657e+00,4.3889834595e+02,2.3513692617e-01,9.2679412842e+02,2.3899546266e-01,2.9038037109e+02
398,3.3130943345e+02,3.4265733557e+02,1.3644962839e+00,1.6323664848e+00,4.3889834595e+02,2.3519161344e-01,9.2679412842e+02,2.3919120431e-01,2.9038031006e+02
399,3.3130943202e+02,3.4265732661e+02,1.3645155844e+00,1.6323430392e+00,4.3889834595e+02,2.3515187204e-01,9.2679412842e+02,2.3928484321e-01,2.9038024902e+02
400,3.3130937881e+02,3.4265736251e+02,1.3644503870e+00,1.6324227838e+00,4.3889834595e+02,2.3487484455e-01,9.2679412842e+02,2.3938739300e-01,2.9038015747e+02
401,3.3130934814e+02,3.4265738181e+02,1.3644182197e+00,1.6324615060e+00,4.3889834595e+02,2.3508426547e-01,9.2679412842e+02,2.3908562958e-01,2.9038009644e+02
402,3.3130933721e+02,3.4265738721e+02,1.3644096280e+00,1.6324718902e+00,4.3889834595e+02,2.3511505127e-01,9.2679412842e+02,2.3903070390e-01,2.9038006592e+02
403,3.3130939570e+02,3.4265733069e+02,1.3645165717e+00,1.6323416002e+00,4.3889834595e+02,2.3523195088e-01,9.2679412842e+02,2.3920625448e-01,2.9038006592e+02
404,3.3130936376e+02,3.4265736155e+02,1.3644568522e+00,1.6324147140e+00,4.3889834595e+02,2.3495900631e-01,9.2679412842e+02,2.3931953311e-01,2.9038006592e+02
405,3.3130935425e+02,3.4265737074e+02,1.3644395802e+00,1.6324357253e+00,4.3889834595e+02,2.3495711386e-01,9.2679412842e+02,2.3927387595e-01,2.9038006592e+02
406,3.3130932825e+02,3.4265739586e+02,1.3643934219e+00,1.6324915877e+00,4.3889834595e+02,2.3512625694e-01,9.2679412842e+02,2.3897472024e-01,2.9038006592e+02
407,3.3130935656e+02,3.4265736587e+02,1.3644450292e+00,1.6324287633e+00,4.3889831543e+02,2.3515531421e-01,9.2679412842e+02,2.3908719420e-01,2.9038009644e+02
408,3.3130938397e+02,3.4265734455e+02,1.3644836595e+00,1.6323818090e+00,4.3889831543e+02,2.3514218628e-01,9.2679412842e+02,2.3920688033e-01,2.9038012695e+02
409,3.3130937544e+02,3.4265736829e+02,1.3644332193e+00,1.6324436817e+00,4.3889831543e+02,2.3487703502e-01,9.2679412842e+02,2.3933781683e-01,2.9038021851e+02
410,3.3130939708e+02,3.4265737071e+02,1.3644296949e+00,1.6324476340e+00,4.3889834595e+02,2.3510439694e-01,9.2679412842e+02,2.3909656703e-01,2.9038031006e+02
411,3.3130937283e+02,3.4265739665e+02,1.3643744235e+00,1.6325149341e+00,4.3889831543e+02,2.3508052528e-01,9.2679412842e+02,2.3896870017e-01,2.9038037109e+02
412,3.3130941418e+02,3.4265730102e+02,1.3644725265e+00,1.6323953847e+00,4.3889831543e+02,2.3521187901e-01,9.2679400635e+02,2.3910513520e-01,2.9038043213e+02
413,3.3130939688e+02,3.4265732290e+02,1.3644283894e+00,1.6324495345e+00,4.3889831543e+02,2.3495109379e-01,9.2679400635e+02,2.3924890161e-01,2.9038046265e+02
414,3.3130940463e+02,3.4265731542e+02,1.3644426356e+00,1.6324321579e+00,4.3889831543e+02,2.3497839272e-01,9.2679400635e+02,2.3926034570e-01,2.9038046265e+02
415,3.3130938084e+02,3.4265734358e+02,1.3643892088e+00,1.6324969338e+00,4.3889831543e+02,2.3511601985e-01,9.2679400635e+02,2.3897323012e-01,2.9038049316e+02
416,3.3130937431e+02,3.4265733954e+02,1.3643995665e+00,1.6324842842e+00,4.3889831543e+02,2.3512494564e-01,9.2679400635e+02,2.3899270594e-01,2.9038043213e+02
417,3.3130939507e+02,3.4265731432e+02,1.3644484075e+00,1.6324248396e+00,4.3889831543e+02,2.3513172567e-01,9.2679400635e+02,2.3912025988e-01,2.9038040161e+02
418,3.3130936081e+02,3.4265733192e+02,1.3644178164e+00,1.6324624274e+00,4.3889831543e+02,2.3488500714e-01,9.2679400635e+02,2.3928721249e-01,2.9038031006e+02
419,3.3130936131e+02,3.4265732110e+02,1.3644424044e+00,1.6324320729e+00,4.3889831543e+02,2.3512153327e-01,9.2679400635e+02,2.3911422491e-01,2.9038024902e+02
420,3.3130929213e+02,3.4265737244e+02,1.3643495160e+00,1.6325451352e+00,4.3889831543e+02,2.3505216837e-01,9.2679400635e+02,2.3892921209e-01,2.9038015747e+02
421,3.3130932220e+02,3.4265733305e+02,1.3644271710e+00,1.6324504042e+00,4.3889831543e+02,2.3519234359e-01,9.2679400635e+02,2.3900043964e-01,2.9038009644e+02
422,3.3130930165e+02,3.4265734773e+02,1.3643994050e+00,1.6324845724e+00,4.3889831543e+02,2.3494702578e-01,9.2679400635e+02,2.3917354643e-01,2.9038006592e+02
423,3.3130933295e+02,3.4265732265e+02,1.3644455136e+00,1.6324284108e+00,4.3889831543e+02,2.3500077426e-01,9.2679400635e+02,2.3924578726e-01,2.9038009644e+02
424,3.3130929677e+02,3.4265735245e+02,1.3643915153e+00,1.6324939046e+00,4.3889831543e+02,2.3510468006e-01,9.2679400635e+02,2.3899145424e-01,2.9038006592e+02
425,3.3130928639e+02,3.4265736764e+02,1.3643615503e+00,1.6325303847e+00,4.3889831543e+02,2.3509940505e-01,9.2679400635e+02,2.3891435564e-01,2.9038009644e+02
426,3.3130931225e+02,3.4265734266e+02,1.3644086545e+00,1.6324730475e+00,4.3889831543e+02,2.3511932790e-01,9.2679400635e+02,2.3902370036e-01,2.9038009644e+02
427,3.3130931552e+02,3.4265734467e+02,1.3644021021e+00,1.6324814148e+00,4.3889831543e+02,2.3489721119e-01,9.2679400635e+02,2.3923164606e-01,2.9038012695e+02
428,3.3130934966e+02,3.4265731685e+02,1.3644545485e+00,1.6324172282e+00,4.3889831543e+02,2.3513354361e-01,9.2679400635e+02,2.3913551867e-01,2.9038015747e+02
429,3.3130930310e+02,3.4265737734e+02,1.3643360621e+00,1.6325615929e+00,4.3889831543e+02,2.3502817750e-01,9.2679400635e+02,2.3891651630e-01,2.9038024902e+02
430,3.3130935293e+02,3.4265734987e+02,1.3643831547e+00,1.6325041414e+00,4.3889831543e+02,2.3517249525e-01,9.2679400635e+02,2.3889929056e-01,2.9038037109e+02
431,3.3130936389e+02,3.4265735479e+02,1.3643684337e+00,1.6325224725e+00,4.3889831543e+02,2.3494526744e-01,9.2679400635e+02,2.3908974230e-01,2.9038046265e+02
432,3.3130941271e+02,3.4265731279e+02,1.3644465063e+00,1.6324273905e+00,4.3889831543e+02,2.3502194881e-01,9.2679400635e+02,2.3922663927e-01,2.9038049316e+02
433,3.3130938609e+02,3.4265733850e+02,1.3643985980e+00,1.6324855539e+00,4.3889831543e+02,2.3508973420e-01,9.2679400635e+02,2.3902578652e-01,2.9038049316e+02
434,3.3130934390e+02,3.4265737410e+02,1.3643329163e+00,1.6325654643e+00,4.3889831543e+02,2.3507620394e-01,9.2679400635e+02,2.3885887861e-01,2.9038046265e+02
435,3.3130936127e+02,3.4265735731e+02,1.3643646476e+00,1.6325268185e+00,4.3889831543e+02,2.3510262370e-01,9.2679400635e+02,2.3891930282e-01,2.9038046265e+02
436,3.3130937214e+02,3.4265734681e+02,1.3643832002e+00,1.6325045732e+00,4.3889831543e+02,2.3490957916e-01,9.2679400635e+02,2.3916672170e-01,2.9038046265e+02
437,3.3130940923e+02,3.4265730581e+02,1.3644630701e+00,1.6324070122e+00,4.3889831543e+02,2.3513646424e-01,9.2679400635e+02,2.3915578425e-01,2.9038043213e+02
438,3.3130930709e+02,3.4265737601e+02,1.3643320785e+00,1.6325665016e+00,4.3889828491e+02,2.3500344157e-01,9.2679400635e+02,2.3893067241e-01,2.9038031006e+02
439,3.3130929375e+02,3.4265737339e+02,1.3643419502e+00,1.6325542104e+00,4.3889828491e+02,2.3514926434e-01,9.2679400635e+02,2.3880971968e-01,2.9038021851e+02
440,3.3130927037e+02,3.4265738048e+02,1.3643314503e+00,1.6325672682e+00,4.3889828491e+02,2.3493950069e-01,9.2679400635e+02,2.3899412155e-01,2.9038012695e+02
441,3.3130932381e+02,3.4265732368e+02,1.3644401945e+00,1.6324348106e+00,4.3889828491e+02,2.3503409326e-01,9.2679400635e+02,2.3919723928e-01,2.9038009644e+02
442,3.3130929753e+02,3.4265734390e+02,1.3644037321e+00,1.6324791012e+00,4.3889828491e+02,2.3506148160e-01,9.2679400635e+02,2.3906901479e-01,2.9038006592e+02
443,3.3130924647e+02,3.4265739323e+02,1.3643108121e+00,1.6325921710e+00,4.3889828491e+02,2.3504380882e-01,9.2679400635e+02,2.3883135617e-01,2.9038006592e+02
444,3.3130925457e+02,3.4265739057e+02,1.3643146266e+00,1.6325875036e+00,4.3889828491e+02,2.3507186770e-01,9.2679400635e+02,2.3881331086e-01,2.9038009644e+02
445,3.3130927624e+02,3.4265736964e+02,1.3643529750e+00,1.6325411259e+00,4.3889828491e+02,2.3490554094e-01,9.2679400635e+02,2.3908793926e-01,2.9038009644e+02
446,3.3130934061e+02,3.4265731261e+02,1.3644601469e+00,1.6324104186e+00,4.3889828491e+02,2.3511549830e-01,9.2679400635e+02,2.3916932940e-01,2.9038012695e+02
447,3.3130927448e+02,3.4265738168e+02,1.3643279478e+00,1.6325715162e+00,4.3889828491e+02,2.3495739698e-01,9.2679400635e+02,2.3896625638e-01,2.9038015747e+02
448,3.3130927068e+02,3.4265739569e+02,1.3642997287e+00,1.6326056492e+00,4.3889828491e+02,2.3510400951e-01,9.2679400635e+02,2.3873960972e-01,2.9038021851e+02
449,3.3130927905e+02,3.4265740310e+02,1.3642805171e+00,1.6326293858e+00,4.3889828491e+02,2.3490647972e-01,9.2679400635e+02,2.3888744414e-01,2.9038031006e+02
