step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,qy_replica_1,qy_replica_2,qy_replica_3
157,1.9843919754e+01,9.6126079802e-01,1.2971065734e+00,2.1386297598e-02,4.9609799172e-07,2.4031531463e-08,2.4686802427e-01,2.2413095401e-03,2.0696670532e+01,1.8500677109e+01,2.0334411621e+01,5.1741676543e-07,4.6251690833e-07,5.0836030141e-07,2.4983343482e-01,2.4441580474e-01,2.4635483325e-01
158,1.8601326625e+01,9.0871978549e-01,1.2690140200e+00,2.1571715507e-02,4.6503318648e-07,2.2717985908e-08,2.4687229097e-01,2.2414037008e-03,1.9406242371e+01,1.7331262589e+01,1.9066474915e+01,4.8515607887e-07,4.3328159904e-07,4.7666188152e-07,2.4983775616e-01,2.4441984296e-01,2.4635927379e-01
159,1.7438587189e+01,8.6081694169e-01,1.2409701171e+00,2.1801617743e-02,4.3596468421e-07,2.1520410680e-08,2.4687639872e-01,2.2414709432e-03,1.8200111389e+01,1.6235286713e+01,1.7880363464e+01,4.5500277679e-07,4.0588219008e-07,4.4700908575e-07,2.4984191358e-01,2.4442380667e-01,2.4636347592e-01
160,1.6346218109e+01,8.1394293099e-01,1.2128664898e+00,2.1995732643e-02,4.0865545733e-07,2.0348568543e-08,2.4688037733e-01,2.2415739613e-03,1.7065891266e+01,1.5208366394e+01,1.6764396667e+01,4.2664728994e-07,3.8020917259e-07,4.1910990944e-07,2.4984596670e-01,2.4442756176e-01,2.4636760354e-01
161,1.5324501038e+01,7.6766432608e-01,1.1848288089e+00,2.2130542229e-02,3.8311253547e-07,1.9191610005e-08,2.4688422183e-01,2.2416366669e-03,1.6003458023e+01,1.4251383781e+01,1.5718661308e+01,4.0008646351e-07,3.5628460182e-07,3.9296654109e-07,2.4984984100e-01,2.4443124235e-01,2.4637158215e-01
162,1.4366562208e+01,7.2465472893e-01,1.1567874436e+00,2.2287744505e-02,3.5916405257e-07,1.8116359965e-08,2.4688792725e-01,2.2417399402e-03,1.5005386353e+01,1.3353165627e+01,1.4741134644e+01,3.7513464690e-07,3.3382914921e-07,3.6852836161e-07,2.4985364079e-01,2.4443475902e-01,2.4637538195e-01
163,1.3468003273e+01,6.8384119362e-01,1.1287301221e+00,2.2439915526e-02,3.3670008293e-07,1.7096037489e-08,2.4689152340e-01,2.2417972192e-03,1.4068680763e+01,1.2511274338e+01,1.3824054718e+01,3.5171703416e-07,3.1278185020e-07,3.4560136442e-07,2.4985726178e-01,2.4443820119e-01,2.4637910724e-01
164,1.2625816663e+01,6.4901032627e-01,1.1006719740e+00,2.2721718156e-02,3.1564542269e-07,1.6225258168e-08,2.4689500034e-01,2.2418579079e-03,1.3197419167e+01,1.1718103409e+01,1.2961927414e+01,3.2993548871e-07,2.9295259196e-07,3.2404818739e-07,2.4986077845e-01,2.4444153905e-01,2.4638268352e-01
165,1.1838917096e+01,6.1428044966e-01,1.0727131777e+00,2.2941007003e-02,2.9597291965e-07,1.5357014584e-08,2.4689835310e-01,2.2419480495e-03,1.2377775192e+01,1.0979373932e+01,1.2159602165e+01,3.0944437412e-07,2.7448433570e-07,3.0399004913e-07,2.4986420572e-01,2.4444471300e-01,2.4638614058e-01
166,1.1098697980e+01,5.7763136851e-01,1.0446694754e+00,2.3013720436e-02,2.7746744043e-07,1.4440787920e-08,2.4690159659e-01,2.2420316239e-03,1.1603771210e+01,1.0290137291e+01,1.1402185440e+01,2.9009427749e-07,2.5725341857e-07,2.8505462524e-07,2.4986751378e-01,2.4444778264e-01,2.4638949335e-01
167,1.0406217575e+01,5.4698529980e-01,1.0166781108e+00,2.3247726647e-02,2.6015543616e-07,1.3674621790e-08,2.4690474570e-01,2.2421043293e-03,1.0884122849e+01,9.6404876709e+00,1.0694042206e+01,2.7210305120e-07,2.4101220220e-07,2.6735105507e-07,2.4987071753e-01,2.4445077777e-01,2.4639274180e-01
168,9.7561473846e+00,5.1723334565e-01,9.8865280678e-01,2.3451237651e-02,2.4390367533e-07,1.2930836299e-08,2.4690780540e-01,2.2421573259e-03,1.0208840370e+01,9.0322093964e+00,1.0027392387e+01,2.5522101055e-07,2.2580522341e-07,2.5068479204e-07,2.4987380207e-01,2.4445369840e-01,2.4639591575e-01
169,9.1481119792e+00,4.8793421292e-01,9.6069818370e-01,2.3597228009e-02,2.2870280247e-07,1.2198357972e-08,2.4691074093e-01,2.2422311715e-03,9.5739707947e+00,8.4649667740e+00,9.4053983688e+00,2.3934927640e-07,2.1162416886e-07,2.3513496217e-07,2.4987679720e-01,2.4445648491e-01,2.4639894068e-01
170,8.5762050947e+00,4.6027630334e-01,9.3265387273e-01,2.3746587231e-02,2.1440512891e-07,1.1506905692e-08,2.4691358705e-01,2.2423050196e-03,8.9783020020e+00,7.9318509102e+00,8.8184623718e+00,2.2445755121e-07,1.9829627718e-07,2.2046155834e-07,2.4987970293e-01,2.4445918202e-01,2.4640187621e-01
171,8.0421814919e+00,4.3566968704e-01,9.0472028315e-01,2.3975016788e-02,2.0105453302e-07,1.0891739519e-08,2.4691633383e-01,2.2423537222e-03,8.4220075607e+00,7.4321360588e+00,8.2724008560e+00,2.1055018351e-07,1.8580340111e-07,2.0681001445e-07,2.4988247454e-01,2.4446180463e-01,2.4640472233e-01
172,7.5395687421e+00,4.1066086760e-01,8.7668565340e-01,2.4109165998e-02,1.8848921949e-07,1.0266518564e-08,2.4691902101e-01,2.2424418492e-03,7.8965706825e+00,6.9643616676e+00,7.7577738762e+00,1.9741426627e-07,1.7410904718e-07,1.9394434503e-07,2.4988524616e-01,2.4446433783e-01,2.4640747905e-01
173,7.0697889328e+00,3.8875171247e-01,8.4873273719e-01,2.4344112610e-02,1.7674472019e-07,9.7187960765e-09,2.4692159394e-01,2.2424774166e-03,7.4078440666e+00,6.5252871513e+00,7.2762355804e+00,1.8519610023e-07,1.6313217088e-07,1.8190588946e-07,2.4988782406e-01,2.4446679652e-01,2.4641016126e-01
174,6.6289860408e+00,3.6641082570e-01,8.2076623501e-01,2.4474188618e-02,1.6572465237e-07,9.1602702263e-09,2.4692409237e-01,2.2425481027e-03,6.9471092224e+00,6.1156878471e+00,6.8241610527e+00,1.7367773353e-07,1.5289219846e-07,1.7060402513e-07,2.4989038706e-01,2.4446916580e-01,2.4641272426e-01
175,6.2173754374e+00,3.4641999721e-01,7.9291506634e-01,2.4675408984e-02,1.5543438773e-07,8.6604987237e-09,2.4692648153e-01,2.2425925103e-03,6.5178050995e+00,5.7320237160e+00,6.4022974968e+00,1.6294512761e-07,1.4330059628e-07,1.6005743930e-07,2.4989280105e-01,2.4447144568e-01,2.4641519785e-01
176,5.8288095792e+00,3.2724952589e-01,7.6487707251e-01,2.4868024881e-02,1.4572023114e-07,8.1812395137e-09,2.4692883094e-01,2.2426477954e-03,6.1124744415e+00,5.3702926636e+00,6.0036616325e+00,1.5281185028e-07,1.3425730572e-07,1.5009153742e-07,2.4989518523e-01,2.4447366595e-01,2.4641764164e-01
177,5.4652625720e+00,3.0906202863e-01,7.3689786653e-01,2.5052091211e-02,1.3663156058e-07,7.7265541598e-09,2.4693108598e-01,2.2427119169e-03,5.7331504822e+00,5.0322265625e+00,5.6304106712e+00,1.4332876219e-07,1.2580565567e-07,1.4076026389e-07,2.4989749491e-01,2.4447579682e-01,2.4641996622e-01
178,5.1254693667e+00,2.9280932170e-01,7.0900555446e-01,2.5315087046e-02,1.2813673086e-07,7.3202356476e-09,2.4693326652e-01,2.2427597261e-03,5.3784971237e+00,4.7150740623e+00,5.2828369141e+00,1.3446242519e-07,1.1787684429e-07,1.3207092309e-07,2.4989971519e-01,2.4447788298e-01,2.4642220140e-01
179,4.8066562017e+00,2.7502271474e-01,6.8111266908e-01,2.5355424741e-02,1.2016640956e-07,6.8755678918e-09,2.4693537752e-01,2.2428313318e-03,5.0442347527e+00,4.4211769104e+00,4.9545569420e+00,1.2610587419e-07,1.1052942739e-07,1.2386392712e-07,2.4990187585e-01,2.4447983503e-01,2.4642442167e-01
180,4.5070149104e+00,2.5977343901e-01,6.5314770857e-01,2.5544835033e-02,1.1267536829e-07,6.4943382000e-09,2.4693740904e-01,2.2428705304e-03,4.7319278717e+00,4.1429953575e+00,4.6461215019e+00,1.1829819613e-07,1.0357487668e-07,1.1615303208e-07,2.4990394711e-01,2.4448180199e-01,2.4642647803e-01
181,4.2272590796e+00,2.4568867026e-01,6.2530484670e-01,2.5765508986e-02,1.0568147483e-07,6.1422147577e-09,2.4693939090e-01,2.2429160804e-03,4.4390120506e+00,3.8828141689e+00,4.3599510193e+00,1.1097530006e-07,9.7070355309e-08,1.0899876912e-07,2.4990595877e-01,2.4448367953e-01,2.4642853439e-01
182,3.9636507034e+00,2.3183029186e-01,5.9733162256e-01,2.5932343291e-02,9.9091269116e-08,5.7957584618e-09,2.4694131315e-01,2.2429693326e-03,4.1636347771e+00,3.6386637688e+00,4.0886535645e+00,1.0409087281e-07,9.0966594257e-08,1.0221634028e-07,2.4990792572e-01,2.4448549747e-01,2.4643051624e-01
183,3.7173247337e+00,2.1973841247e-01,5.6945002551e-01,2.6217702059e-02,9.2933120754e-08,5.4934608231e-09,2.4694317579e-01,2.2429985701e-03,3.9056751728e+00,3.4090921879e+00,3.8372068405e+00,9.7641880359e-08,8.5227306101e-08,9.5930175803e-08,2.4990980327e-01,2.4448728561e-01,2.4643243849e-01
184,3.4858084520e+00,2.0706904445e-01,5.4151521096e-01,2.6349852850e-02,8.7145207791e-08,5.1767252925e-09,2.4694496393e-01,2.2430561324e-03,3.6633305550e+00,3.1953525543e+00,3.5987422466e+00,9.1583260087e-08,7.9883811566e-08,8.9968551720e-08,2.4991163611e-01,2.4448895454e-01,2.4643430114e-01
185,3.2687052886e+00,1.9483058493e-01,5.1358196809e-01,2.6442542456e-02,8.1717629996e-08,4.8707651147e-09,2.4694669247e-01,2.2431059965e-03,3.4352519512e+00,2.9953396320e+00,3.3755242825e+00,8.5881296741e-08,7.4883487855e-08,8.4388105392e-08,2.4991339445e-01,2.4449056387e-01,2.4643611908e-01
186,3.0658500195e+00,1.8479665898e-01,4.8573886177e-01,2.6746887625e-02,7.6646249643e-08,4.6199136690e-09,2.4694835643e-01,2.2431363682e-03,3.2239117622e+00,2.8065774441e+00,3.1670608521e+00,8.0597793328e-08,7.0164439592e-08,7.9176516010e-08,2.4991507828e-01,2.4449215829e-01,2.4643783271e-01
187,2.8747587999e+00,1.7395062166e-01,4.5778291529e-01,2.6854067135e-02,7.1868970034e-08,4.3487657437e-09,2.4694999556e-01,2.2431973264e-03,3.0232212543e+00,2.6306529045e+00,2.9704022408e+00,7.5580530279e-08,6.5766322166e-08,7.4260057659e-08,2.4991677701e-01,2.4449369311e-01,2.4643951654e-01
188,2.6961803436e+00,1.6479518671e-01,4.2991349203e-01,2.7133090318e-02,6.7404509233e-08,4.1198787605e-09,2.4695155521e-01,2.2432276996e-03,2.8365423679e+00,2.4648780823e+00,2.7871205807e+00,7.0913557693e-08,6.1621953762e-08,6.9678016246e-08,2.4991835654e-01,2.4449518323e-01,2.4644112587e-01
189,2.5296562513e+00,1.5531900112e-01,4.0221832617e-01,2.7259491655e-02,6.3241409739e-08,3.8829756733e-09,2.4695306520e-01,2.2432558135e-03,2.6618726254e+00,2.3116431236e+00,2.6154530048e+00,6.6546817834e-08,5.7791080366e-08,6.5386331016e-08,2.4991987646e-01,2.4449661374e-01,2.4644270539e-01
190,2.3713486989e+00,1.4628079592e-01,3.7414419195e-01,2.7390224800e-02,5.9283717491e-08,3.6570198243e-09,2.4695455035e-01,2.2432981967e-03,2.4958636761e+00,2.1660208702e+00,2.4521615505e+00,6.2396594558e-08,5.4150522288e-08,6.1304035626e-08,2.4992139637e-01,2.4449801445e-01,2.4644424021e-01
191,2.2242973646e+00,1.3836674050e-01,3.4632687813e-01,2.7628855205e-02,5.5607434509e-08,3.4591678659e-09,2.4695597092e-01,2.2433460201e-03,2.3415579796e+00,2.0300002098e+00,2.3013339043e+00,5.8538951464e-08,5.0750006864e-08,5.7533345199e-08,2.4992285669e-01,2.4449934065e-01,2.4644571543e-01
192,2.0864889224e+00,1.3045359411e-01,3.1854118300e-01,2.7771797542e-02,5.2162222393e-08,3.2613416940e-09,2.4695735176e-01,2.2433807064e-03,2.1972508430e+00,1.9033344984e+00,2.1588814259e+00,5.4931273752e-08,4.7583359475e-08,5.3972033953e-08,2.4992425740e-01,2.4450063705e-01,2.4644716084e-01
193,1.9564127922e+00,1.2285463701e-01,2.9057784451e-01,2.7895249879e-02,4.8910318166e-08,3.0713641680e-09,2.4695869287e-01,2.2434099545e-03,2.0608794689e+00,1.7839508057e+00,2.0244081020e+00,5.1521983124e-08,4.4598770899e-08,5.0610200475e-08,2.4992561340e-01,2.4450190365e-01,2.4644856155e-01
194,1.8348750273e+00,1.1577932317e-01,2.6271508477e-01,2.8034822260e-02,4.5871875187e-08,2.8944839349e-09,2.4695998430e-01,2.2434557294e-03,1.9330259562e+00,1.6723003387e+00,1.8992987871e+00,4.8325649260e-08,4.1807506790e-08,4.7482469512e-08,2.4992695451e-01,2.4450312555e-01,2.4644987285e-01
195,1.7208676338e+00,1.0985857484e-01,2.3483481581e-01,2.8368605407e-02,4.3021691691e-08,2.7464637449e-09,2.4696122110e-01,2.2434763583e-03,1.8145869970e+00,1.5666959286e+00,1.7813199759e+00,4.5364675572e-08,3.9167399990e-08,4.4532999510e-08,2.4992820621e-01,2.4450431764e-01,2.4645113945e-01
196,1.6142269770e+00,1.0369861364e-01,2.0703995680e-01,2.8557972289e-02,4.0355673766e-08,2.5924650864e-09,2.4696243306e-01,2.2435241857e-03,1.7015178204e+00,1.4685260057e+00,1.6726371050e+00,4.2537944722e-08,3.6713149854e-08,4.1815926721e-08,2.4992945790e-01,2.4450543523e-01,2.4645240605e-01
197,1.5138742129e+00,9.7663106217e-02,1.7915731356e-01,2.8678679651e-02,3.7846855131e-08,2.4415792838e-09,2.4696359535e-01,2.2435457389e-03,1.5966193676e+00,1.3767307997e+00,1.5682724714e+00,3.9915484251e-08,3.4418267347e-08,3.9206813796e-08,2.4993062019e-01,2.4450652301e-01,2.4645364285e-01
198,1.4201575915e+00,9.2263408971e-02,1.5139071339e-01,2.8884318642e-02,3.5503939936e-08,2.3065874728e-09,2.4696472784e-01,2.2435783778e-03,1.4986057281e+00,1.2906383276e+00,1.4712287188e+00,3.7465145653e-08,3.2265955241e-08,3.6780718915e-08,2.4993178248e-01,2.4450759590e-01,2.4645480514e-01
199,1.3320115407e+00,8.7013846926e-02,1.2355126276e-01,2.9053478516e-02,3.3300287564e-08,2.1753460570e-09,2.4696581562e-01,2.2436144036e-03,1.4051288366e+00,1.2097352743e+00,1.3811705112e+00,3.5128220333e-08,3.0243381133e-08,3.4529261228e-08,2.4993291497e-01,2.4450863898e-01,2.4645589292e-01
200,1.2495157321e+00,8.1993261472e-02,9.5776264591e-02,2.9186468316e-02,3.1237893457e-08,2.0498315667e-09,2.4696686367e-01,2.2436622338e-03,1.3186384439e+00,1.1343263388e+00,1.2955824137e+00,3.2965960628e-08,2.8358158488e-08,3.2389561255e-08,2.4993400276e-01,2.4450959265e-01,2.4645699561e-01
201,1.1718605359e+00,7.7904968212e-02,6.7884443920e-02,2.9581171542e-02,2.9296513067e-08,1.9476246956e-09,2.4696789682e-01,2.2436490964e-03,1.2372376919e+00,1.0623725653e+00,1.2159713507e+00,3.0930941364e-08,2.6559312971e-08,3.0399284867e-08,2.4993501604e-01,2.4451063573e-01,2.4645803869e-01
202,1.0990877946e+00,7.2923138625e-02,4.0044971161e-02,2.9519163850e-02,2.7477195038e-08,1.8230792824e-09,2.4696889520e-01,2.2436989822e-03,1.1605590582e+00,9.9663996696e-01,1.1400643587e+00,2.9013976999e-08,2.4915998154e-08,2.8501609961e-08,2.4993604422e-01,2.4451151490e-01,2.4645912647e-01
203,1.0314116875e+00,6.8880216580e-02,1.2431252258e-02,2.9721598465e-02,2.5785292124e-08,1.7220048847e-09,2.4696983894e-01,2.2437021653e-03,1.0889590979e+00,9.3457221985e-01,1.0707037449e+00,2.7223975962e-08,2.3364306045e-08,2.6767594363e-08,2.4993698299e-01,2.4451243877e-01,2.4646009505e-01
204,9.6706249317e-01,6.5183684606e-02,-1.5565181647e-02,3.0002839911e-02,2.4176562382e-08,1.6295920767e-09,2.4697078764e-01,2.2437402465e-03,1.0218240023e+00,8.7546139956e-01,1.0039020777e+00,2.5545601190e-08,2.1886535251e-08,2.5097550704e-08,2.4993796647e-01,2.4451331794e-01,2.4646107852e-01
205,9.0709688266e-01,6.1578442084e-02,-4.3380984325e-02,3.0224031115e-02,2.2677422606e-08,1.5394611856e-09,2.4697167178e-01,2.2437717595e-03,9.5871573687e-01,8.2054638863e-01,9.4202852249e-01,2.3967894336e-08,2.0513660104e-08,2.3550713379e-08,2.4993887544e-01,2.4451413751e-01,2.4646200240e-01
206,8.5091950496e-01,5.7731284630e-02,-7.1144956771e-02,3.0206005886e-02,2.1272987520e-08,1.4432821200e-09,2.4697255592e-01,2.2438032731e-03,8.9931321144e-01,7.6977628469e-01,8.8366901875e-01,2.2482829820e-08,1.9244406957e-08,2.2091725782e-08,2.4993978441e-01,2.4451495707e-01,2.4646292627e-01
207,7.9817430178e-01,5.4627502783e-02,-9.8954250150e-02,3.0478455027e-02,1.9954357574e-08,1.3656878698e-09,2.4697339038e-01,2.2438195941e-03,8.4393125772e-01,7.2138875723e-01,8.2920289040e-01,2.1098282232e-08,1.8034718607e-08,2.0730071881e-08,2.4994063377e-01,2.4451576173e-01,2.4646377563e-01
208,7.4874526262e-01,5.1725715837e-02,-1.2673813626e-01,3.0772800413e-02,1.8718632570e-08,1.2931431841e-09,2.4697421491e-01,2.2438467960e-03,7.9205089808e-01,6.7603570223e-01,7.7814918756e-01,1.9801273510e-08,1.6900893129e-08,1.9453731070e-08,2.4994148314e-01,2.4451653659e-01,2.4646462500e-01
209,7.0247012377e-01,4.8769704926e-02,-1.5445522267e-01,3.0929504018e-02,1.7561752941e-08,1.2192425670e-09,2.4697497487e-01,2.2438640459e-03,7.4332123995e-01,6.3391852379e-01,7.3017060757e-01,1.8583030226e-08,1.5847962942e-08,1.8254265655e-08,2.4994224310e-01,2.4451723695e-01,2.4646544456e-01
210,6.5849947929e-01,4.5844083679e-02,-1.8253376100e-01,3.1017295586e-02,1.6462487077e-08,1.1461020470e-09,2.4697574476e-01,2.2438858079e-03,6.9694298506e-01,5.9406608343e-01,6.8448936939e-01,1.7423575471e-08,1.4851652352e-08,1.7112233408e-08,2.4994303286e-01,2.4451796710e-01,2.4646623433e-01
211,6.1785787344e-01,4.3346939790e-02,-2.1021798676e-01,3.1266979130e-02,1.5446447380e-08,1.0836739100e-09,2.4697648982e-01,2.2439021295e-03,6.5397703648e-01,5.5690318346e-01,6.4269340038e-01,1.6349426701e-08,1.3922579534e-08,1.6067335906e-08,2.4994379282e-01,2.4451868236e-01,2.4646699429e-01
212,5.7981940111e-01,4.1037008664e-02,-2.3783390953e-01,3.1552601380e-02,1.4495485405e-08,1.0259246847e-09,2.4697719514e-01,2.2439293324e-03,6.1387920380e-01,5.2209550142e-01,6.0348349810e-01,1.5346978799e-08,1.3052388503e-08,1.5087088912e-08,2.4994452298e-01,2.4451933801e-01,2.4646772444e-01
213,5.4378408194e-01,3.8347307365e-02,-2.6569170998e-01,3.1431927713e-02,1.3594602185e-08,9.5868254757e-10,2.4697788556e-01,2.2439608484e-03,5.7581257820e-01,4.8986989260e-01,5.6566977501e-01,1.4395314274e-08,1.2246747616e-08,1.4141744664e-08,2.4994523823e-01,2.4451996386e-01,2.4646845460e-01
214,5.1004820069e-01,3.6328892940e-02,-2.9353008085e-01,3.1758705367e-02,1.2751205425e-08,9.0822232129e-10,2.4697857102e-01,2.2439891794e-03,5.4024195671e-01,4.5895221829e-01,5.3095042706e-01,1.3506049612e-08,1.1473805905e-08,1.3273760757e-08,2.4994595349e-01,2.4452060461e-01,2.4646915495e-01
215,4.7848848502e-01,3.4217041371e-02,-3.2127916995e-01,3.1890202213e-02,1.1962211666e-08,8.5542586686e-10,2.4697921673e-01,2.2440163830e-03,5.0686842203e-01,4.3035528064e-01,4.9824175239e-01,1.2671709904e-08,1.0758881785e-08,1.2456043308e-08,2.4994662404e-01,2.4452120066e-01,2.4646982551e-01
216,4.4887904326e-01,3.2429645527e-02,-3.4904543015e-01,3.2224533410e-02,1.1221975941e-08,8.1074146929e-10,2.4697982768e-01,2.2440053049e-03,4.7593456507e-01,4.0328070521e-01,4.6742185950e-01,1.1898364072e-08,1.0082016999e-08,1.1685546752e-08,2.4994720519e-01,2.4452179670e-01,2.4647048116e-01
217,4.2103071014e-01,3.0550054768e-02,-3.7687130962e-01,3.2366350392e-02,1.0525767813e-08,7.6375154659e-10,2.4698044360e-01,2.2440325090e-03,4.4663193822e-01,3.7809056044e-01,4.3836963177e-01,1.1165798952e-08,9.4522638605e-09,1.0959240626e-08,2.4994784594e-01,2.4452236295e-01,2.4647112191e-01
218,3.9508198698e-01,2.8825159834e-02,-4.0451156746e-01,3.2557069509e-02,9.8770496966e-09,7.2062889963e-10,2.4698102971e-01,2.2440553997e-03,4.1892585158e-01,3.5452550650e-01,4.1179460287e-01,1.0473145906e-08,8.8631377793e-09,1.0294865405e-08,2.4994845688e-01,2.4452291429e-01,2.4647171795e-01
219,3.7052720785e-01,2.7356026960e-02,-4.3240804338e-01,3.2956989877e-02,9.2631804449e-09,6.8390069734e-10,2.4698160589e-01,2.2440608406e-03,3.9315706491e-01,3.3203792572e-01,3.8638663292e-01,9.8289270056e-09,8.3009483731e-09,9.6596659560e-09,2.4994903803e-01,2.4452348053e-01,2.4647229910e-01
220,3.4743557374e-01,2.5605614584e-02,-4.6034938436e-01,3.2896060242e-02,8.6858893411e-09,6.4014062042e-10,2.4698213736e-01,2.2440835362e-03,3.6864271760e-01,3.1141224504e-01,3.6225175858e-01,9.2160679088e-09,7.7853057334e-09,9.0562943811e-09,2.4994957447e-01,2.4452394247e-01,2.4647289515e-01
221,3.2607290149e-01,2.4269775993e-02,-4.8793388613e-01,3.3232668099e-02,8.1518224763e-09,6.0674423648e-10,2.4698268871e-01,2.2440955453e-03,3.4616976976e-01,2.9192841053e-01,3.4012052417e-01,8.6542444322e-09,7.2982104804e-09,8.5030125163e-09,2.4995014071e-01,2.4452447891e-01,2.4647344649e-01
222,3.0590505401e-01,2.2775262312e-02,-5.1566238055e-01,3.3236709885e-02,7.6476262360e-09,5.6938153751e-10,2.4698320031e-01,2.2441030460e-03,3.2495975494e-01,2.7388864756e-01,3.1886675954e-01,8.1239939220e-09,6.8472161274e-09,7.9716686585e-09,2.4995064735e-01,2.4452495575e-01,2.4647399783e-01
223,2.8700471918e-01,2.1519978339e-02,-5.4337827398e-01,3.3481931527e-02,7.1751181293e-09,5.3799951294e-10,2.4698369205e-01,2.2441193691e-03,3.0495586991e-01,2.5674578547e-01,2.9931250215e-01,7.6238970692e-09,6.4186447268e-09,7.4828125918e-09,2.4995115399e-01,2.4452541769e-01,2.4647450447e-01
224,2.6923609773e-01,2.0174811881e-02,-5.7113291937e-01,3.3470518146e-02,6.7309020579e-09,5.0437025504e-10,2.4698417882e-01,2.2441805418e-03,2.8574046493e-01,2.4082854390e-01,2.8113928437e-01,7.1435111160e-09,6.0207132613e-09,7.0284817966e-09,2.4995172024e-01,2.4452583492e-01,2.4647498131e-01
225,2.5262055298e-01,1.8960216172e-02,-5.9880118899e-01,3.3516308251e-02,6.3155138896e-09,4.7400559672e-10,2.4698463082e-01,2.2441640248e-03,2.6841363311e-01,2.2595785558e-01,2.6349017024e-01,6.7103411716e-09,5.6489461997e-09,6.5872542976e-09,2.4995213747e-01,2.4452628195e-01,2.4647547305e-01
226,2.3703849316e-01,1.7987266855e-02,-6.2648012284e-01,3.3904259788e-02,5.9259623875e-09,4.4968166558e-10,2.4698508283e-01,2.2441749070e-03,2.5185918808e-01,2.1172359586e-01,2.4753269553e-01,6.2964797820e-09,5.2930899663e-09,6.1883174141e-09,2.4995259941e-01,2.4452671409e-01,2.4647593498e-01
227,2.2218282521e-01,1.7069235653e-02,-6.5462121270e-01,3.4329873442e-02,5.5545705813e-09,4.2673103325e-10,2.4698555470e-01,2.2441769676e-03,2.3645122349e-01,1.9818601012e-01,2.3191124201e-01,5.9112807982e-09,4.9546500236e-09,5.7977809220e-09,2.4995306134e-01,2.4452716112e-01,2.4647644162e-01
228,2.0856656631e-01,1.6132163004e-02,-6.8210561214e-01,3.4571471058e-02,5.2141640635e-09,4.0330416602e-10,2.4698595703e-01,2.2442053004e-03,2.2203747928e-01,1.8588523567e-01,2.1777698398e-01,5.5509370434e-09,4.6471306803e-09,5.4444244668e-09,2.4995349348e-01,2.4452751875e-01,2.4647685885e-01
229,1.9565233092e-01,1.5188506391e-02,-7.0987568407e-01,3.4707670362e-02,4.8913082473e-09,3.7971266274e-10,2.4698637426e-01,2.2442173096e-03,2.0821103454e-01,1.7428174615e-01,2.0446421206e-01,5.2052757660e-09,4.3570436148e-09,5.1116053612e-09,2.4995392561e-01,2.4452792108e-01,2.4647727609e-01
230,1.8352879584e-01,1.4143483169e-02,-7.3763675914e-01,3.4455224299e-02,4.5882200261e-09,3.5358701681e-10,2.4698676666e-01,2.2442402012e-03,1.9503752887e-01,1.6360689700e-01,1.9194196165e-01,4.8759383198e-09,4.0901726450e-09,4.7985491136e-09,2.4995434284e-01,2.4452827871e-01,2.4647767842e-01
231,1.7231386403e-01,1.3402746796e-02,-7.6504602703e-01,3.4779692755e-02,4.3078466720e-09,3.3506882055e-10,2.4698714415e-01,2.2442433891e-03,1.8335050344e-01,1.5345032513e-01,1.8014076352e-01,4.5837627027e-09,3.8362579780e-09,4.5035193352e-09,2.4995471537e-01,2.4452863634e-01,2.4647808075e-01
232,1.6142361859e-01,1.2684107915e-02,-7.9342768004e-01,3.5143242008e-02,4.0355904544e-09,3.1710276194e-10,2.4698754152e-01,2.2442574597e-03,1.7193432152e-01,1.4357963204e-01,1.6875690222e-01,4.2983581139e-09,3.5894907047e-09,4.2189225447e-09,2.4995511770e-01,2.4452899396e-01,2.4647851288e-01
233,1.5155353645e-01,1.1886186555e-02,-8.2082391580e-01,3.5085904351e-02,3.7888384282e-09,2.9715462179e-10,2.4698788921e-01,2.2442837314e-03,1.6121515632e-01,1.3481004536e-01,1.5863540769e-01,4.0303786975e-09,3.3702511892e-09,3.9658853979e-09,2.4995550513e-01,2.4452932179e-01,2.4647884071e-01
234,1.4222876231e-01,1.1251837626e-02,-8.4842737354e-01,3.5400906165e-02,3.5557189785e-09,2.8129602246e-10,2.4698822697e-01,2.2442857930e-03,1.5137669444e-01,1.2637905777e-01,1.4893053472e-01,3.7844172240e-09,3.1594762362e-09,3.7232634753e-09,2.4995583296e-01,2.4452963471e-01,2.4647921324e-01
235,1.3350735356e-01,1.0612126652e-02,-8.7592302009e-01,3.5567675541e-02,3.3376838330e-09,2.6530314366e-10,2.4698856473e-01,2.2442921698e-03,1.4224724472e-01,1.1857158691e-01,1.3970322907e-01,3.5561811274e-09,2.9642897026e-09,3.4925806691e-09,2.4995616078e-01,2.4452993274e-01,2.4647960067e-01
236,1.2510218471e-01,1.0104916571e-02,-9.0421160557e-01,3.6173924960e-02,3.1275546597e-09,2.5262293369e-10,2.4698889752e-01,2.2442857930e-03,1.3325628638e-01,1.1086162180e-01,1.3118864596e-01,3.3314071501e-09,2.7715405526e-09,3.2797162763e-09,2.4995650351e-01,2.4453030527e-01,2.4647988379e-01
