step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,cosine_similarity_replica_1,cosine_similarity_replica_2
13,5.7455185890e+06,1.4902210236e+04,6.7593277733e+00,1.1264365586e-03,4.4926863484e-04,2.6833706215e-04,5.7306163788e+06,5.7604207993e+06,7.1760569699e-04,1.8093157269e-04
14,5.4071854591e+06,2.7532482147e+04,6.7329656355e+00,2.2113738282e-03,7.2553679347e-03,7.5108651072e-04,5.3796529770e+06,5.4347179413e+06,8.0064544454e-03,6.5042814240e-03
15,5.2086510658e+06,4.9739170074e+04,6.7167054619e+00,4.1473509113e-03,1.1633497197e-02,2.0056045614e-03,5.1589118958e+06,5.2583902359e+06,1.3639101759e-02,9.6278926358e-03
16,5.0461564064e+06,6.0430812836e+04,6.7029295629e+00,5.2011910015e-03,1.9072726369e-02,2.8319060802e-03,4.9857255936e+06,5.1065872192e+06,2.1904632449e-02,1.6240820289e-02
17,4.7649218559e+06,6.4170742035e+04,6.6780163954e+00,5.8491377292e-03,4.2344547808e-02,3.7862211466e-03,4.7007511139e+06,4.8290925980e+06,4.6130768955e-02,3.8558326662e-02
18,4.1283134937e+06,6.9102430344e+04,6.6157118197e+00,7.2701861274e-03,1.2480688095e-01,7.3573738337e-03,4.0592110634e+06,4.1974159241e+06,1.3216425478e-01,1.1744950712e-01
19,3.1010986805e+06,1.9126939774e+04,6.4915073254e+00,2.6786731386e-03,4.1234293580e-01,1.3202220201e-02,3.0819717407e+06,3.1202256203e+06,4.2554515600e-01,3.9914071560e-01
20,5.2458183289e+06,7.9016304016e+04,6.7197639730e+00,6.5421519220e-03,5.7652822137e-01,4.4766068459e-04,5.3248346329e+06,5.1668020248e+06,5.7697588205e-01,5.7608056068e-01
21,8.4872866631e+06,5.7305431366e+04,6.9287589714e+00,2.9323636418e-03,5.2986875176e-01,1.4606118202e-04,8.5445920944e+06,8.4299812317e+06,5.3001481295e-01,5.2972269058e-01
22,1.2820743942e+07,5.2291488647e+04,7.1079096141e+00,1.7713504773e-03,4.7786331177e-01,1.1164844036e-03,1.2768452454e+07,1.2873035431e+07,4.7897979617e-01,4.7674682736e-01
23,1.6158403587e+07,2.5059986115e+05,7.2083462151e+00,6.7359911764e-03,4.4512310624e-01,2.8247833252e-03,1.5907803726e+07,1.6409003448e+07,4.4794788957e-01,4.4229832292e-01
24,1.1064601135e+07,3.1187095642e+05,7.0437631769e+00,1.2244428845e-02,5.1276955009e-01,4.9144327641e-03,1.0752730179e+07,1.1376472092e+07,5.1768398285e-01,5.0785511732e-01
25,6.3565624237e+06,1.5257720947e+05,6.8030971711e+00,1.0426416983e-02,5.9739100933e-01,3.7171244621e-03,6.2039852142e+06,6.5091396332e+06,6.0110813379e-01,5.9367388487e-01
26,4.8175772667e+06,1.3173007965e+04,6.6828270653e+00,1.1875219868e-03,6.2822252512e-01,5.9413909912e-04,4.8044042587e+06,4.8307502747e+06,6.2762838602e-01,6.2881666422e-01
27,4.1600164890e+06,4.9692392349e+04,6.6190640654e+00,5.1879982678e-03,6.3774093986e-01,7.8615546227e-04,4.1103240967e+06,4.2097088814e+06,6.3852709532e-01,6.3695478439e-01
28,3.7095560074e+06,2.6848983765e+04,6.5693105568e+00,3.1433867257e-03,6.4567044377e-01,8.3020329475e-04,3.6827070236e+06,3.7364049911e+06,6.4650064707e-01,6.4484024048e-01
29,3.0547764301e+06,4.9909543991e+04,6.4849214587e+00,7.0962209548e-03,6.7338559031e-01,4.4393837452e-03,3.0048668861e+06,3.1046859741e+06,6.7782497406e-01,6.6894620657e-01
30,2.8604697704e+06,6.4069604874e+04,6.4563283961e+00,9.7290769039e-03,6.9958123565e-01,1.7738640308e-03,2.9245393753e+06,2.7964001656e+06,6.9780737162e-01,7.0135509968e-01
31,3.8227530956e+06,7.7455043793e+03,6.5823753572e+00,8.7995073983e-04,6.6088953614e-01,8.2990527153e-04,3.8304986000e+06,3.8150075912e+06,6.6005963087e-01,6.6171944141e-01
32,3.3953835011e+06,3.1715154648e+04,6.5308698875e+00,4.0567191452e-03,6.5982535481e-01,1.3078153133e-03,3.3636683464e+06,3.4270986557e+06,6.5851753950e-01,6.6113317013e-01
33,3.9105916500e+06,4.0800046921e+04,6.5922188304e+00,4.5312525039e-03,5.9760317206e-01,2.5838315487e-03,3.9513916969e+06,3.8697916031e+06,5.9501934052e-01,6.0018700361e-01
34,3.3004071236e+06,3.9363956451e+04,6.5185366237e+00,5.1800760133e-03,6.3688111305e-01,3.7581920624e-03,3.2610431671e+06,3.3397710800e+06,6.4063930511e-01,6.3312292099e-01
35,3.3968708038e+06,1.8070878983e+05,6.5304636114e+00,2.3125693246e-02,6.2136787176e-01,1.2960076332e-02,3.5775795937e+06,3.2161620140e+06,6.0840779543e-01,6.3432794809e-01
36,5.3800174713e+06,7.6261711121e+04,6.7307400501e+00,6.1565336988e-03,5.0690472126e-01,5.7072043419e-03,5.3037557602e+06,5.4562791824e+06,5.1261192560e-01,5.0119751692e-01
37,2.9767337322e+06,2.0542573929e+04,6.4737296471e+00,2.9971334138e-03,6.3120853901e-01,3.6886334419e-03,2.9972763062e+06,2.9561911583e+06,6.2751990557e-01,6.3489717245e-01
38,3.6997923374e+06,1.2037754059e+03,6.5681773256e+00,1.4130334543e-04,5.5220085382e-01,2.6826262474e-03,3.6985885620e+06,3.7009961128e+06,5.4951822758e-01,5.5488348007e-01
39,4.8024564743e+06,6.6468429565e+04,6.6814218368e+00,6.0112394125e-03,4.8905226588e-01,6.1828494072e-03,4.7359880447e+06,4.8689249039e+06,4.9523511529e-01,4.8286941648e-01
40,3.5271110058e+06,4.4663000107e+04,6.5473843066e+00,5.4996656743e-03,5.5004990101e-01,1.0470151901e-03,3.4824480057e+06,3.5717740059e+06,5.4900288582e-01,5.5109691620e-01
41,3.0044118404e+06,3.2086372375e+02,6.4777594624e+00,4.6381572368e-05,5.4540619254e-01,5.6153237820e-03,3.0040909767e+06,3.0047327042e+06,5.3979086876e-01,5.5102151632e-01
42,4.3638991356e+06,5.0757436752e+05,6.6369169732e+00,5.0743371468e-02,3.8537099957e-01,3.2093495131e-02,4.8714735031e+06,3.8563247681e+06,3.5327750444e-01,4.1746449471e-01
43,4.2204102516e+06,2.6735286713e+05,6.6244815220e+00,2.7548403158e-02,3.6681683362e-01,2.1053835750e-02,4.4877631187e+06,3.9530573845e+06,3.4576299787e-01,3.8787066936e-01
44,3.6077020168e+06,1.4077477455e+05,6.5568997769e+00,1.6955049358e-02,4.1730493307e-01,1.8262088299e-02,3.7484767914e+06,3.4669272423e+06,3.9904284477e-01,4.3556702137e-01
45,3.1674482346e+06,5.9714126587e+04,6.5006323350e+00,8.1884806902e-03,4.8707406223e-01,1.2423112988e-02,3.2271623611e+06,3.1077341080e+06,4.7465094924e-01,4.9949717522e-01
46,2.8348065376e+06,1.9178009033e+04,6.4525134871e+00,2.9381301529e-03,5.8940601349e-01,1.5494227409e-03,2.8156285286e+06,2.8539845467e+06,5.8785659075e-01,5.9095543623e-01
47,3.2752419949e+06,3.7346363068e+03,6.5152431115e+00,4.9521001668e-04,6.4643976092e-01,2.9401481152e-03,3.2715073586e+06,3.2789766312e+06,6.4937990904e-01,6.4349961281e-01
48,5.0050827026e+06,2.7964324951e+05,6.6987323371e+00,2.4290134129e-02,6.0935479403e-01,6.6953301430e-03,5.2847259521e+06,4.7254394531e+06,6.0265946388e-01,6.1605012417e-01
49,8.2158342361e+06,8.1867599487e+05,6.9124847617e+00,4.3419852367e-02,5.3889214993e-01,1.5521168709e-02,9.0345102310e+06,7.3971582413e+06,5.2337098122e-01,5.5441331863e-01
50,1.1388829422e+07,9.4855384827e+05,7.0549675094e+00,3.6255547252e-02,4.9308432639e-01,1.3229951262e-02,1.2337383270e+07,1.0440275574e+07,4.7985437512e-01,5.0631427765e-01
51,7.2802431107e+06,3.1396007538e+05,6.8617416641e+00,1.8740548560e-02,5.7997700572e-01,8.5544288158e-03,6.9662830353e+06,7.5942031860e+06,5.8853143454e-01,5.7142257690e-01
52,4.2627745628e+06,1.9695281982e+03,6.6296923192e+00,2.0065693757e-04,6.6909244657e-01,3.2976269722e-04,4.2608050346e+06,4.2647440910e+06,6.6942220926e-01,6.6876268387e-01
53,2.8601018429e+06,1.6154336929e+04,6.4563745703e+00,2.4529944663e-03,7.2258713841e-01,3.2761693001e-04,2.8439475060e+06,2.8762561798e+06,7.2291475534e-01,7.2225952148e-01
54,2.3430402517e+06,1.5175795555e+04,6.3697706398e+00,2.8129505794e-03,7.4074879289e-01,1.8394887447e-03,2.3582160473e+06,2.3278644562e+06,7.3890930414e-01,7.4258828163e-01
55,1.7249498606e+06,4.3023347855e+03,6.2367751250e+00,1.0832106915e-03,7.7729812264e-01,7.9628825188e-04,1.7292521954e+06,1.7206475258e+06,7.7650183439e-01,7.7809441090e-01
56,1.2912748575e+06,6.2132120132e+03,6.1110136674e+00,2.0897057674e-03,8.1821191311e-01,7.0643424988e-04,1.2974880695e+06,1.2850616455e+06,8.1750547886e-01,8.1891834736e-01
57,1.2341915846e+06,8.4626913071e+03,6.0913723710e+00,2.9779474956e-03,8.3117353916e-01,6.1589479446e-04,1.2257288933e+06,1.2426542759e+06,8.3178943396e-01,8.3055764437e-01
58,1.0888566256e+06,3.5307383537e+04,6.0367422580e+00,1.4087418976e-02,8.4500885010e-01,3.6185979843e-03,1.1241640091e+06,1.0535492420e+06,8.4139025211e-01,8.4862744808e-01
59,8.8603931665e+05,6.4299702644e+03,5.9474415574e+00,3.1517220228e-03,8.6059719324e-01,9.7769498825e-04,8.9246928692e+05,8.7960934639e+05,8.5961949825e-01,8.6157488823e-01
60,8.7076796293e+05,1.0288989544e+04,5.9398721225e+00,5.1318600928e-03,8.5811066628e-01,1.3430118561e-03,8.8105695248e+05,8.6047897339e+05,8.5676765442e-01,8.5945367813e-01
61,9.1447148323e+05,2.4864006042e+04,5.9610095777e+00,1.1811153160e-02,8.5053709149e-01,2.9883682728e-03,9.3933548927e+05,8.8960747719e+05,8.4754872322e-01,8.5352545977e-01
62,9.0680050850e+05,4.2211604118e+04,5.9570407066e+00,2.0231048889e-02,8.5119912028e-01,5.3183138371e-03,9.4901211262e+05,8.6458890438e+05,8.4588080645e-01,8.5651743412e-01
63,9.3741323948e+05,1.8553519249e+04,5.9718460025e+00,8.5967885804e-03,8.5098958015e-01,2.5100708008e-03,9.5596675873e+05,9.1885972023e+05,8.4847950935e-01,8.5349965096e-01
64,1.1218005538e+06,6.6540598869e+03,6.0499080099e+00,2.5760866080e-03,8.3330985904e-01,1.0135471821e-03,1.1284546137e+06,1.1151464939e+06,8.3229631186e-01,8.3432340622e-01
65,1.7659728527e+06,3.2729673386e+04,6.2469094222e+00,8.0499223733e-03,7.6075664163e-01,3.2709538937e-03,1.7987025261e+06,1.7332431793e+06,7.5748568773e-01,7.6402759552e-01
66,2.8647328377e+06,1.6816978455e+05,6.4563345232e+00,2.5523943417e-02,6.5331873298e-01,1.2727707624e-02,3.0329026222e+06,2.6965630531e+06,6.4059102535e-01,6.6604644060e-01
67,5.3813595772e+06,3.7356920242e+05,6.7298430472e+00,3.0196906138e-02,4.9226494133e-01,1.6777321696e-02,5.7549287796e+06,5.0077903748e+06,4.7548761964e-01,5.0904226303e-01
68,1.2486807060e+07,1.2267436981e+05,7.0964304418e+00,4.2667845964e-03,3.0899481475e-01,1.6014128923e-03,1.2609481430e+07,1.2364132690e+07,3.0739340186e-01,3.1059622765e-01
69,1.3610517883e+07,8.1446342468e+05,7.1330956694e+00,2.6019589670e-02,2.8933569789e-01,9.1482996941e-03,1.2796054459e+07,1.4424981308e+07,2.9848399758e-01,2.8018739820e-01
70,1.1449184418e+07,1.1821289062e+05,7.0587514004e+00,4.4842522125e-03,3.0650086701e-01,2.2852569818e-03,1.1567397308e+07,1.1330971527e+07,3.0421561003e-01,3.0878612399e-01
71,1.0430091190e+07,1.2700850487e+06,7.0150440842e+00,5.3148319345e-02,3.1062024832e-01,2.2147029638e-02,9.1600061417e+06,1.1700176239e+07,3.3276727796e-01,2.8847321868e-01
72,1.7430409813e+07,2.1041393280e+05,7.2412759520e+00,5.2429088104e-03,1.9904296845e-01,1.0826364160e-03,1.7640823746e+07,1.7219995880e+07,2.0012560487e-01,1.9796033204e-01
73,8.3239048004e+06,1.3722827911e+06,6.9143435794e+00,7.2257429810e-02,2.8779041767e-01,2.3089498281e-02,6.9516220093e+06,9.6961875916e+06,3.1087991595e-01,2.6470091939e-01
74,2.1546746063e+07,2.9931175232e+06,7.3291505008e+00,6.0721643413e-02,1.5741752088e-01,1.4640018344e-02,2.4539863586e+07,1.8553628540e+07,1.4277750254e-01,1.7205753922e-01
75,1.2362955666e+07,4.4308147430e+05,7.0918432143e+00,1.5571542686e-02,1.3420329988e-01,1.2078136206e-02,1.1919874191e+07,1.2806037140e+07,1.2212516367e-01,1.4628143609e-01
76,2.3781180382e+07,8.1523538589e+06,7.3490866787e+00,1.5516030804e-01,1.5927167982e-01,1.9790984690e-02,3.1933534241e+07,1.5628826523e+07,1.3948069513e-01,1.7906266451e-01
77,1.5392010498e+07,2.7859050751e+06,7.1800625084e+00,7.9481573639e-02,1.3404998183e-01,2.9482394457e-02,1.8177915573e+07,1.2606105423e+07,1.0456758738e-01,1.6353237629e-01
78,1.3225066566e+07,3.4586648941e+06,7.1060138864e+00,1.1627930445e-01,1.0277844965e-01,3.6100924015e-02,1.6683731461e+07,9.7664016724e+06,6.6677525640e-02,1.3887937367e-01
79,1.0803173447e+07,3.3796039581e+06,7.0111870325e+00,1.4057425435e-01,1.1586641893e-01,5.4850522429e-02,1.4182777405e+07,7.4235694885e+06,6.1015896499e-02,1.7071694136e-01
80,8.9595411301e+06,2.9032728195e+06,6.9281964133e+00,1.4599130588e-01,1.4011316746e-01,7.7947385609e-02,1.1862813950e+07,6.0562683105e+06,6.2165781856e-02,2.1806055307e-01
81,7.7657481194e+06,2.7118775368e+06,6.8619434972e+00,1.5831938073e-01,1.9224108011e-01,1.1094658822e-01,1.0477625656e+07,5.0538705826e+06,8.1294491887e-02,3.0318766832e-01
82,6.6887181759e+06,2.4815916538e+06,6.7931847910e+00,1.6919921810e-01,3.0587383360e-01,1.5396917611e-01,9.1703098297e+06,4.2071265221e+06,1.5190465748e-01,4.5984300971e-01
83,6.2138418674e+06,1.9080289364e+06,6.7718556172e+00,1.3780045956e-01,4.4689026475e-01,1.3197758794e-01,8.1218708038e+06,4.3058129311e+06,3.1491267681e-01,5.7886785269e-01
84,7.2382836342e+06,1.7941042900e+06,6.8458675025e+00,1.0993507900e-01,5.1016475260e-01,6.9011494517e-02,9.0323879242e+06,5.4441793442e+06,4.4115325809e-01,5.7917624712e-01
85,1.2493342781e+07,4.9825647354e+06,7.0590623329e+00,1.8337740480e-01,4.6231757104e-01,7.8756585717e-02,1.7475907516e+07,7.5107780457e+06,3.8356098533e-01,5.4107415676e-01
86,2.2223653221e+07,1.1482474709e+07,7.2793803996e+00,2.4832846520e-01,4.0137846768e-01,8.9916214347e-02,3.3706127930e+07,1.0741178513e+07,3.1146225333e-01,4.9129468203e-01
87,2.7881732941e+07,1.7851036835e+07,7.3307792890e+00,3.2944821595e-01,3.9736422896e-01,1.1548110843e-01,4.5732769775e+07,1.0030696106e+07,2.8188312054e-01,5.1284533739e-01
88,8.9854877472e+06,4.0238765717e+06,6.9049394015e+00,2.0931667445e-01,5.5820892751e-01,8.4817722440e-02,1.3009364319e+07,4.9616111755e+06,4.7339120507e-01,6.4302664995e-01
89,5.1205009460e+06,1.6770200729e+06,6.6846741171e+00,1.4767644207e-01,6.4552178979e-01,5.7177871466e-02,6.7975210190e+06,3.4434808731e+06,5.8834391832e-01,7.0269966125e-01
90,3.6828768253e+06,7.6148629189e+05,6.5566995762e+00,9.1109958596e-02,6.8732693791e-01,2.9914945364e-02,4.4443631172e+06,2.9213905334e+06,6.5741199255e-01,7.1724188328e-01
91,3.0462799788e+06,7.8829843998e+05,6.4687190053e+00,1.1499861844e-01,7.0579528809e-01,3.8112521172e-02,3.8345784187e+06,2.2579815388e+06,6.6768276691e-01,7.4390780926e-01
92,2.5171128273e+06,9.0855674744e+05,6.3705908385e+00,1.6415463198e-01,7.2972109914e-01,6.0356527567e-02,3.4256695747e+06,1.6085560799e+06,6.6936457157e-01,7.9007762671e-01
93,2.0579686403e+06,4.3574388027e+05,6.3034787058e+00,9.3367680031e-02,7.5219917297e-01,4.1628360748e-02,2.4937125206e+06,1.6222247601e+06,7.1057081223e-01,7.9382753372e-01
94,1.7704972744e+06,3.9882917404e+05,6.2367869750e+00,9.9537936223e-02,7.7763536572e-01,3.6178082228e-02,2.1693264484e+06,1.3716681004e+06,7.4145728350e-01,8.1381344795e-01
95,1.8901640654e+06,6.8975050449e+05,6.2454681090e+00,1.6613721612e-01,7.7650326490e-01,4.9342453480e-02,2.5799145699e+06,1.2004135609e+06,7.2716081142e-01,8.2584571838e-01
96,1.8560148954e+06,6.2982208729e+05,6.2420157047e+00,1.5345694016e-01,7.7430215478e-01,4.6861678362e-02,2.4858369827e+06,1.2261928082e+06,7.2744047642e-01,8.2116383314e-01
97,1.9433199406e+06,5.7142109871e+05,6.2689076794e+00,1.3158558992e-01,7.5438243151e-01,4.9302697182e-02,2.5147410393e+06,1.3718988419e+06,7.0507973433e-01,8.0368512869e-01
98,2.4854662657e+06,9.4407770634e+05,6.3615742534e+00,1.7366212218e-01,7.0535808802e-01,7.6387763023e-02,3.4295439720e+06,1.5413885593e+06,6.2897032499e-01,7.8174585104e-01
99,3.2508319616e+06,1.1778524637e+06,6.4814348709e+00,1.6483986400e-01,6.4393582940e-01,8.6008638144e-02,4.4286844254e+06,2.0729794979e+06,5.5792719126e-01,7.2994446754e-01
100,3.1949614048e+06,2.7454304695e+05,6.5028562594e+00,3.7411189653e-02,6.2353584170e-01,5.5620372295e-03,2.9204183578e+06,3.4695044518e+06,6.2909787893e-01,6.1797380447e-01
101,5.4499208450e+06,2.0994701385e+05,6.7360677050e+00,1.6738586865e-02,4.8293282092e-01,1.5254393220e-02,5.6598678589e+06,5.2399738312e+06,4.9818721414e-01,4.6767842770e-01
102,4.1491682053e+06,7.0807514191e+05,6.6115431401e+00,7.4846721980e-02,5.5281716585e-01,2.3832201958e-02,3.4410930634e+06,4.8572433472e+06,5.7664936781e-01,5.2898496389e-01
103,3.7766112328e+06,1.2747296333e+06,6.5508367144e+00,1.5256996140e-01,5.5490234494e-01,8.2749873400e-02,2.5018815994e+06,5.0513408661e+06,6.3765221834e-01,4.7215247154e-01
104,5.3673522949e+06,2.5403251648e+05,6.7292731348e+00,2.0570181138e-02,4.4094824791e-01,3.1922310591e-02,5.6213848114e+06,5.1133197784e+06,4.0902593732e-01,4.7287055850e-01
105,6.6106155396e+06,3.0766925812e+06,6.7672300954e+00,2.1897301800e-01,3.9817008376e-01,1.2781968713e-01,3.5339229584e+06,9.6873081207e+06,5.2598977089e-01,2.7035039663e-01
106,3.8250270367e+06,8.4056582451e+05,6.5718863884e+00,9.7020449437e-02,4.7411471605e-01,7.9710900784e-02,2.9844612122e+06,4.6655928612e+06,5.5382561684e-01,3.9440381527e-01
107,9.7157661438e+06,3.6830188751e+06,6.9537902753e+00,1.7327514365e-01,2.6813129336e-01,7.7769421041e-02,6.0327472687e+06,1.3398785019e+07,3.4590071440e-01,1.9036187232e-01
108,5.6959115982e+06,1.5662618637e+06,6.7384899178e+00,1.2257670028e-01,3.1458485872e-01,1.0007192940e-01,4.1296497345e+06,7.2621734619e+06,4.1465678811e-01,2.1451292932e-01
109,5.8609940529e+06,2.1245387077e+06,6.7373818460e+00,1.6492204970e-01,3.5258424282e-01,8.5600584745e-02,3.7364553452e+06,7.9855327606e+06,4.3818482757e-01,2.6698365808e-01
110,1.0486764050e+07,1.5262810707e+06,7.0159922637e+00,6.3660844534e-02,1.3347664103e-01,1.6254607588e-02,8.9604829788e+06,1.2013045120e+07,1.1722203344e-01,1.4973124862e-01
111,7.4669786453e+06,2.6741752625e+05,6.8728662183e+00,1.5560195425e-02,1.4462153241e-01,4.7749195248e-02,7.7343961716e+06,7.1995611191e+06,9.6872337162e-02,1.9237072766e-01
112,7.0600347519e+06,7.2277736664e+05,6.8465189463e+00,4.4617600138e-02,1.4807491004e-01,2.3971870542e-02,6.3372573853e+06,7.7828121185e+06,1.2410303950e-01,1.7204678059e-01
113,1.1371081352e+07,6.1822443008e+06,6.9797147212e+00,2.6464468878e-01,1.2293244526e-01,7.3124874383e-02,5.1888370514e+06,1.7553325653e+07,1.9605731964e-01,4.9807570875e-02
114,1.3887600803e+07,9.6590231895e+06,6.9990614775e+00,3.7286717124e-01,1.9093389437e-01,1.7293317989e-01,4.2285776138e+06,2.3546623993e+07,3.6386707425e-01,1.8000714481e-02
115,1.0932466078e+07,7.3499134541e+06,6.9081126494e+00,3.5392007099e-01,3.1093670614e-01,2.7097706310e-01,3.5825526237e+06,1.8282379532e+07,5.8191376925e-01,3.9959643036e-02
116,8.5369906425e+06,3.9842556953e+06,6.8779599634e+00,2.1968759632e-01,3.6411331967e-01,2.5027782843e-01,4.5527349472e+06,1.2521246338e+07,6.1439114809e-01,1.1383549124e-01
117,8.6798892975e+06,1.4662021637e+06,6.9322280377e+00,7.4070735196e-02,4.0907320380e-01,1.5088155866e-01,7.2136871338e+06,1.0146091461e+07,5.5995476246e-01,2.5819164515e-01
118,1.0489327812e+07,3.8546733856e+05,7.0204542126e+00,1.5966872273e-02,4.5296652615e-01,5.0261959434e-02,1.0874795151e+07,1.0103860474e+07,5.0322848558e-01,4.0270456672e-01
119,1.1425080872e+07,2.1356964111e+04,7.0578585241e+00,8.1182991801e-04,4.7627976537e-01,2.5673657656e-02,1.1446437836e+07,1.1403723907e+07,5.0195342302e-01,4.5060610771e-01
120,1.2251437855e+07,6.0472140312e+06,7.0275532761e+00,2.3486581908e-01,5.0143601000e-01,1.0609655082e-01,6.2042238235e+06,1.8298651886e+07,6.0753256083e-01,3.9533945918e-01
121,1.4757064819e+07,1.0796530151e+07,7.0026029130e+00,4.0484909384e-01,5.1366175711e-01,1.5692846477e-01,3.9605346680e+06,2.5553594971e+07,6.7059022188e-01,3.5673329234e-01
122,8.7000819683e+06,5.5702873707e+06,6.8249755250e+00,3.2945968845e-01,5.7693646848e-01,1.1682690680e-01,3.1297945976e+06,1.4270369339e+07,6.9376337528e-01,4.6010956168e-01
123,5.3812780380e+06,2.7593278885e+06,6.6646405810e+00,2.4601615073e-01,6.3663139939e-01,7.4462860823e-02,2.6219501495e+06,8.1406059265e+06,7.1109426022e-01,5.6216853857e-01
124,3.3867943525e+06,1.4487035036e+06,6.4859076630e+00,1.9853353206e-01,7.0068997145e-01,5.5024504662e-02,1.9380908489e+06,4.8354978561e+06,7.5571447611e-01,6.4566546679e-01
125,2.5442991972e+06,9.3270084858e+05,6.3742307551e+00,1.6697394135e-01,7.3784667253e-01,5.6878626347e-02,1.6115983486e+06,3.4770000458e+06,7.9472529888e-01,6.8096804619e-01
126,2.5283615112e+06,5.7487678528e+05,6.3913125730e+00,1.0050255315e-01,7.2917741537e-01,4.6005129814e-02,1.9534847260e+06,3.1032382965e+06,7.7518254519e-01,6.8317228556e-01
127,2.0086726427e+06,5.2359874249e+05,6.2876291565e+00,1.1588109096e-01,7.5585380197e-01,4.7528892756e-02,1.4850739002e+06,2.5322713852e+06,8.0338269472e-01,7.0832490921e-01
128,1.6087479830e+06,1.7134902477e+05,6.2040104980e+00,4.6433172205e-02,7.8482118249e-01,1.2318879366e-02,1.4373989582e+06,1.7800970078e+06,7.9714006186e-01,7.7250230312e-01
129,1.9308848619e+06,2.5958969593e+05,6.2817956852e+00,5.8742528107e-02,7.6480874419e-01,3.4128725529e-03,1.6712951660e+06,2.1904745579e+06,7.6822161674e-01,7.6139587164e-01
130,2.1623182297e+06,1.8017292023e+04,6.3349045329e+00,3.6187974062e-03,7.3818078637e-01,2.2455960512e-02,2.1803355217e+06,2.1443009377e+06,7.1572482586e-01,7.6063674688e-01
131,2.2706181765e+06,3.3384368420e+05,6.3513985294e+00,6.4319472677e-02,7.1223017573e-01,4.1830629110e-02,2.6044618607e+06,1.9367744923e+06,6.7039954662e-01,7.5406080484e-01
132,2.8182701111e+06,5.7735013962e+05,6.4406727310e+00,9.0246383909e-02,6.6165557504e-01,4.8525720835e-02,3.3956202507e+06,2.2409199715e+06,6.1312985420e-01,7.1018129587e-01
133,3.4965095043e+06,6.0399613380e+05,6.5370563943e+00,7.5781019122e-02,6.0691848397e-01,4.2788594961e-02,4.1005056381e+06,2.8925133705e+06,5.6412988901e-01,6.4970707893e-01
134,4.3749110699e+06,7.1539807320e+05,6.6350837262e+00,7.1660432346e-02,5.3833554685e-01,5.0345972180e-02,5.0903091431e+06,3.6595129967e+06,4.8798957467e-01,5.8868151903e-01
135,3.8251444817e+06,6.1615705490e+05,6.5769391378e+00,7.0571122288e-02,5.6248629093e-01,2.9007494450e-02,4.4413015366e+06,3.2089874268e+06,5.3347879648e-01,5.9149378538e-01
